"article_id","article_version","hcpc_modifier_code_id","hcpc_modifier_code_version","hcpc_modifier_group","last_updated","description"
"53095","28","TC","12","1","2024-09-05 14:24:28","TECHNICAL COMPONENT; UNDER CERTAIN CIRCUMSTANCES, A CHARGE MAY BE MADE FOR THE TECHNICAL COMPONENT ALONE; UNDER THOSE CIRCUMSTANCES THE TECHNICAL COMPONENT CHARGE IS IDENTIFIED BY ADDING MODIFIER 'TC' TO THE USUAL PROCEDURE NUMBER; TECHNICAL COMPONENT CHARGES ARE INSTITUTIONAL CHARGES AND NOT BILLED SEPARATELY BY PHYSICIANS; HOWEVER, PORTABLE X-RAY SUPPLIERS ONLY BILL FOR TECHNICAL COMPONENT AND SHOULD UTILIZE MODIFIER TC; THE CHARGE DATA FROM PORTABLE X-RAY SUPPLIERS WILL THEN BE USED TO BUILD CUSTOMARY AND PREVAILING PROFILES"
"53322","16","24","12","1","2025-09-16 14:35:04.560000000","UNRELATED EVALUATION AND MANAGEMENT SERVICE BY THE SAME PHYSICIAN DURING A POSTOPERATIVE PERIOD: THE PHYSICIAN MAY NEED TO INDICATE THAT AN EVALUATION AND MANAGEMENT SERVICE WAS PERFORMED DURING A POSTOPERATIVE PERIOD FOR A REASON(S) UNRELATED TO THE ORIGINAL PROCEDURE. THIS CIRCUMSTANCE MAY BE REPORTED BY ADDING THE MODIFIER -24 TO THE APPROPRIATE LEVEL OF E/M SERVICE, OR THE SEPARATE FIVE DIGIT MODIFIER 09924 MAY BE USED."
"53322","16","54","12","1","2025-09-16 14:35:04.560000000","SURGICAL CARE ONLY: WHEN ONE PHYSICIAN PERFORMS A SURGICAL PROCEDURE AND ANOTHER PROVIDES PREOPERATIVE AND/OR POSTOPERATIVE MANAGEMENT, SURGICAL SERVICES MAY BE IDENTIFIED BY ADDING THE MODIFIER -54 TO THE USUAL PROCEDURE NUMBER OR BY USE OF THE SEPARATE FIVE DIGIT MODIFIER CODE 09954."
"53322","16","55","12","1","2025-09-16 14:35:04.560000000","POSTOPERATIVE MANAGEMENT ONLY: WHEN ONE PHYSICIAN PERFORMS THE POSTOPERATIVE MANAGEMENT AND ANOTHER PHYSICIAN HAS PERFORMED THE SURGICAL PROCEDURE, THE POSTOPERATIVE COMPONENT MAY BE IDENTIFIED BY ADDING THE MODIFIER -55 TO THE USUAL PROCEDURE NUMBER OR BY USE OF THE SEPARATE FIVE DIGIT MODIFIER CODE 09955."
"53322","16","57","12","1","2025-09-16 14:35:04.560000000","DECISION FOR SURGERY: AN EVALUATION AND MANAGEMENT SERVICE THAT RESULTED IN THE INITIAL DECISION TO PERFORM THE SURGERY, MAY BE IDENTIFIED BY ADDING THE MODIFIER -57 TO THE APPROPRIATE LEVEL OF E/M SERVICE, OR THE SEPARATE FIVE DIGIT MODIFIER 09957 MAY BE USED."
"53399","13","59","1","1","2019-11-07 15:59:30","DISTINCT PROCEDURAL SERVICE: UNDER CERTAIN CIRCUMSTANCES, THE PHYSICIAN MAY NEED TO INDICATE THAT A PROCEDURE OR SERVICE WAS DISTINCT OR INDEPENDENT FROM OTHER SERVICES PERFORMED ON THE SAME DAY. MODIFIER -59 IS USED TO IDENTIFY PROCEDURES/SERVICES THAT ARE NOT NORMALLY REPORTED TOGETHER, BUT ARE APPROPRIATE UNDER THE CIRCUMSTANCES. THIS MAY REPRESENT A DIFFERENT SESSION OR PATIENT ENCOUNTER, DIFFERENT PROCEDURE OR SURGERY, DIFFERNET SITE OR ORGAN SYSTEM, SEPARATE INCISION/EXCISION, SEPARATE LESION, OR SEPARATE INJURY (OR AREA OF INJURY IN EXTENSIVE INJURIES) NOT ORDINARILY ENCOUNTERED OR PERFORMED ON THE SAME DAY BY THE SAME PHYSICIAN. HOWEVER, WHAN ANOTHER ALREADY ESTABLISHED MODIFIER IS APPROPRIATE IT SHOULD BE USED RATHER THAN MODIFIER -59. ONLY IF NO MORE DESCRIPTIVE MODIFIER IS AVAILABLE, AND THE USE OF MODIFIER -59 BEST EXPLAINS THE CIRCUMSTANCES, SHOULD MODIFIER -59 BE USED. MODIFIER CODE 09959 MAY BE USED AS AN ALTERNATE TO MODIFIER -59."
"53423","16","76","1","1","2019-09-30 14:30:06","REPEAT PROCEDURE BY SAME PHYSICIAN: THE PHYSICIAN MAY NEED TO INDICATE THAT A PROCEDURE OR SERVICE WAS REPEATED SUBSEQUENT TO THE ORIGINAL PROCEDURE OR SERVICE. THIS CIRCUMSTANCE MAY BE REPORTED BY ADDING THE MODIFIER -76 TO THE REPEATED PROCEDURE OR SERVICE OR THE SEPARATE FIVE DIGIT MODIFIER CODE 09976 MAY BE USED."
"53423","16","77","1","1","2019-09-30 14:30:06","REPEAT PROCEDURE BY ANOTHER PHYSICIAN: THE PHYSICIAN MAY NEED TO INDICATE THAT A BASIC PROCEDURE OR SERVICE PERFORMED BY ANOTHER PHYSICIAN HAD TO BE REPEATED. THIS SITUATION MAY BE REPORTED BY ADDING MODIFIER -77 TO THE REPEATED PROCEDURE/SERVICE OR THE SEPARATE FIVE DIGIT MODIFIER CODE 09977 MAY BE USED."
"53444","14","25","10","1","2023-01-10 20:56:52","SIGNIFICANT, SEPARATELY IDENTIFIABLE EVALUATION AND MANAGEMENT SERVICE BY THE SAME PHYSICIAN ON THE SAME DAY OF THE PROCEDURE OR OTHER SERVICE: THE PHYSICIAN MAY NEED TO INDICATE THAT ON THE DAY A PROCEDURE OR SERVICE IDENTIFIED BY A CPTCODE WAS PERFORMED, THE PATIENT'S CONDITION REQUIRED A SIGNIFICANT, SEPARATELY IDENTIFIABLE E/M SERVICE ABOVE AND BEYOND THE OTHER SERVICE PROVIDED OR BEYOND THE USUAL PREOPERATIVE AND POSTOPERATIVE CARE ASSOCIATED WITH THE PROCEDURE THAT WAS PERFORMED. THE E/M SERVICE MAY BE PROMPTED BY THE SYMPTOM OR CONDITION FOR WHICH THE PROCEDURE AND/OR SERVICE WAS PROVIDED. AS SUCH, DIFFERENT DIAGNOSES ARE NOT REQUIRED FOR REPORTING OF THE E/M SERVICES ON THE SAME DATE. THIS CIRCUMSTANCE MAY BE REPORTED BY ADDING THE MODIFIER -25 TO THE APPROPRIATE LEVEL OF E/M SERVICE, OR THE SEPARATE FIVE DIGIT MODIFIER 09925 MAY BE USED. NOTE: THIS MODIFIER IS NOT USED TO REPORT AN E/M SERVICE THAT RESULTED IN A DECISION TO PERFORM SURGERY. SEE MODIFIER -57."
"53472","18","54","2","1","2019-12-03 21:10:24","SURGICAL CARE ONLY: WHEN ONE PHYSICIAN PERFORMS A SURGICAL PROCEDURE AND ANOTHER PROVIDES PREOPERATIVE AND/OR POSTOPERATIVE MANAGEMENT, SURGICAL SERVICES MAY BE IDENTIFIED BY ADDING THE MODIFIER -54 TO THE USUAL PROCEDURE NUMBER OR BY USE OF THE SEPARATE FIVE DIGIT MODIFIER CODE 09954."
"53472","18","55","2","1","2019-12-03 21:10:24","POSTOPERATIVE MANAGEMENT ONLY: WHEN ONE PHYSICIAN PERFORMS THE POSTOPERATIVE MANAGEMENT AND ANOTHER PHYSICIAN HAS PERFORMED THE SURGICAL PROCEDURE, THE POSTOPERATIVE COMPONENT MAY BE IDENTIFIED BY ADDING THE MODIFIER -55 TO THE USUAL PROCEDURE NUMBER OR BY USE OF THE SEPARATE FIVE DIGIT MODIFIER CODE 09955."
"53480","14","GX","1","1","2019-10-15 14:36:37","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"53480","14","GY","1","1","2019-10-15 14:36:37","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"53482","13","26","1","1","2019-10-24 00:19:19","PROFESSIONAL COMPONENT: CERTAIN PROCEDURES ARE A COMBINATION OF A PHYSICIAN COMPONENT AND A TECHNICAL COMPONENT. WHEN THE PHYSICIAN COMPONENT IS REPORTED SEPARATELY, THE SERVICE MAY BE IDENTIFIED BY ADDING THE MODIFIER -26 TO THE USUAL PROCEDURE NUMBER OR THE SERVICE MAY BE REPORTED BY USE OF THE FIVE DIGIT MODIFIER CODE 09926."
"53482","13","76","1","1","2019-10-24 00:19:19","REPEAT PROCEDURE BY SAME PHYSICIAN: THE PHYSICIAN MAY NEED TO INDICATE THAT A PROCEDURE OR SERVICE WAS REPEATED SUBSEQUENT TO THE ORIGINAL PROCEDURE OR SERVICE. THIS CIRCUMSTANCE MAY BE REPORTED BY ADDING THE MODIFIER -76 TO THE REPEATED PROCEDURE OR SERVICE OR THE SEPARATE FIVE DIGIT MODIFIER CODE 09976 MAY BE USED."
"53482","13","77","1","1","2019-10-24 00:19:19","REPEAT PROCEDURE BY ANOTHER PHYSICIAN: THE PHYSICIAN MAY NEED TO INDICATE THAT A BASIC PROCEDURE OR SERVICE PERFORMED BY ANOTHER PHYSICIAN HAD TO BE REPEATED. THIS SITUATION MAY BE REPORTED BY ADDING MODIFIER -77 TO THE REPEATED PROCEDURE/SERVICE OR THE SEPARATE FIVE DIGIT MODIFIER CODE 09977 MAY BE USED."
"53482","13","91","1","1","2019-10-24 00:19:19","REPEAT CLINICAL DIAGNOSTIC LABORATORY TEST: IN THE COURSE OF TREATMENT OF THE PATIENT, IT MAY BE NECESSARY TO REPEAT THE SAME LABORATORY TEST ON THE SAME DAY TO OBTAIN SUBSEQUENT (MULTIPLE) TEST RESULTS. UNDER THESE CIRCUMSTANCES, THE LABORATORY TEST PERFORMED CAN BE IDENTIFIED BY ITS USUAL PROCEDURE NUMBER AND THE ADDITION OF THE MODIFIER '-91'. NOTE: THIS MODIFIER MAY NOT BE USED WHEN TESTS ARE RERUN TO CONFIRM INITIAL RESULTS; DUE TO TESTING PROBLEMS WITH SPECIMENS OR EQUIPMENT; OR FOR ANY OTHER REASON WHEN A NORMAL, ONE-TIME, REPORTABLE RESULT IS ALL THAT IS REQUIRED. THIS MODIFIER MAY NOT BE USED WHEN OTHER CODE(S) DESCRIBE A SERIES OF TEST RESULTS (E.G., GLUCOSE TOLERANCE TESTS, EVOCATIVE/SUPPRESSION TESTING). THIS MODIFIER MAY ONLY BE USED FOR LABORATORY TEST(S) PERFORMED MORE THAN ONCE ON THE SAME DAY ON THE SAME PATIENT."
"53482","13","LT","1","1","2019-10-24 00:19:19","LEFT SIDE (USED TO IDENTIFY PROCEDURES PERFORMED ON THE LEFT SIDE OF THE BODY)"
"53482","13","RT","1","1","2019-10-24 00:19:19","RIGHT SIDE (USED TO IDENTIFY PROCEDURES PERFORMED ON THE RIGHT SIDE OF THE BODY)"
"53482","13","T1","1","1","2019-10-24 00:19:19","LEFT FOOT, SECOND DIGIT"
"53482","13","T3","1","1","2019-10-24 00:19:19","LEFT FOOT, FOURTH DIGIT"
"53484","16","GX","1","1","2019-10-15 14:52:42","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"53484","16","GY","1","1","2019-10-15 14:52:42","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"53488","11","76","1","1","2019-10-02 12:44:52","REPEAT PROCEDURE BY SAME PHYSICIAN: THE PHYSICIAN MAY NEED TO INDICATE THAT A PROCEDURE OR SERVICE WAS REPEATED SUBSEQUENT TO THE ORIGINAL PROCEDURE OR SERVICE. THIS CIRCUMSTANCE MAY BE REPORTED BY ADDING THE MODIFIER -76 TO THE REPEATED PROCEDURE OR SERVICE OR THE SEPARATE FIVE DIGIT MODIFIER CODE 09976 MAY BE USED."
"53488","11","77","1","1","2019-10-02 12:44:52","REPEAT PROCEDURE BY ANOTHER PHYSICIAN: THE PHYSICIAN MAY NEED TO INDICATE THAT A BASIC PROCEDURE OR SERVICE PERFORMED BY ANOTHER PHYSICIAN HAD TO BE REPEATED. THIS SITUATION MAY BE REPORTED BY ADDING MODIFIER -77 TO THE REPEATED PROCEDURE/SERVICE OR THE SEPARATE FIVE DIGIT MODIFIER CODE 09977 MAY BE USED."
"53538","15","GX","1","1","2019-10-15 15:07:30","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"53538","15","GY","1","1","2019-10-15 15:07:30","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"53605","21","GX","6","1","2021-07-08 12:10:04","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"53605","21","GY","6","1","2021-07-08 12:10:04","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"53702","19","GX","1","1","2019-11-11 14:30:49","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"53702","19","GY","1","1","2019-11-11 14:30:49","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"53778","14","59","1","1","2019-09-25 21:21:35","DISTINCT PROCEDURAL SERVICE: UNDER CERTAIN CIRCUMSTANCES, THE PHYSICIAN MAY NEED TO INDICATE THAT A PROCEDURE OR SERVICE WAS DISTINCT OR INDEPENDENT FROM OTHER SERVICES PERFORMED ON THE SAME DAY. MODIFIER -59 IS USED TO IDENTIFY PROCEDURES/SERVICES THAT ARE NOT NORMALLY REPORTED TOGETHER, BUT ARE APPROPRIATE UNDER THE CIRCUMSTANCES. THIS MAY REPRESENT A DIFFERENT SESSION OR PATIENT ENCOUNTER, DIFFERENT PROCEDURE OR SURGERY, DIFFERNET SITE OR ORGAN SYSTEM, SEPARATE INCISION/EXCISION, SEPARATE LESION, OR SEPARATE INJURY (OR AREA OF INJURY IN EXTENSIVE INJURIES) NOT ORDINARILY ENCOUNTERED OR PERFORMED ON THE SAME DAY BY THE SAME PHYSICIAN. HOWEVER, WHAN ANOTHER ALREADY ESTABLISHED MODIFIER IS APPROPRIATE IT SHOULD BE USED RATHER THAN MODIFIER -59. ONLY IF NO MORE DESCRIPTIVE MODIFIER IS AVAILABLE, AND THE USE OF MODIFIER -59 BEST EXPLAINS THE CIRCUMSTANCES, SHOULD MODIFIER -59 BE USED. MODIFIER CODE 09959 MAY BE USED AS AN ALTERNATE TO MODIFIER -59."
"53781","17","25","12","1","2024-01-11 16:38:49","SIGNIFICANT, SEPARATELY IDENTIFIABLE EVALUATION AND MANAGEMENT SERVICE BY THE SAME PHYSICIAN ON THE SAME DAY OF THE PROCEDURE OR OTHER SERVICE: THE PHYSICIAN MAY NEED TO INDICATE THAT ON THE DAY A PROCEDURE OR SERVICE IDENTIFIED BY A CPTCODE WAS PERFORMED, THE PATIENT'S CONDITION REQUIRED A SIGNIFICANT, SEPARATELY IDENTIFIABLE E/M SERVICE ABOVE AND BEYOND THE OTHER SERVICE PROVIDED OR BEYOND THE USUAL PREOPERATIVE AND POSTOPERATIVE CARE ASSOCIATED WITH THE PROCEDURE THAT WAS PERFORMED. THE E/M SERVICE MAY BE PROMPTED BY THE SYMPTOM OR CONDITION FOR WHICH THE PROCEDURE AND/OR SERVICE WAS PROVIDED. AS SUCH, DIFFERENT DIAGNOSES ARE NOT REQUIRED FOR REPORTING OF THE E/M SERVICES ON THE SAME DATE. THIS CIRCUMSTANCE MAY BE REPORTED BY ADDING THE MODIFIER -25 TO THE APPROPRIATE LEVEL OF E/M SERVICE, OR THE SEPARATE FIVE DIGIT MODIFIER 09925 MAY BE USED. NOTE: THIS MODIFIER IS NOT USED TO REPORT AN E/M SERVICE THAT RESULTED IN A DECISION TO PERFORM SURGERY. SEE MODIFIER -57."
"53784","15","Q0","4","1","2020-08-12 19:50:20","INVESTIGATIONAL CLINICAL SERVICE PROVIDED IN A CLINICAL RESEARCH STUDY THAT IS IN AN APPROVED CLINICAL RESEARCH STUDY"
"53883","26","59","12","1","2024-03-01 14:33:37","DISTINCT PROCEDURAL SERVICE: UNDER CERTAIN CIRCUMSTANCES, THE PHYSICIAN MAY NEED TO INDICATE THAT A PROCEDURE OR SERVICE WAS DISTINCT OR INDEPENDENT FROM OTHER SERVICES PERFORMED ON THE SAME DAY. MODIFIER -59 IS USED TO IDENTIFY PROCEDURES/SERVICES THAT ARE NOT NORMALLY REPORTED TOGETHER, BUT ARE APPROPRIATE UNDER THE CIRCUMSTANCES. THIS MAY REPRESENT A DIFFERENT SESSION OR PATIENT ENCOUNTER, DIFFERENT PROCEDURE OR SURGERY, DIFFERNET SITE OR ORGAN SYSTEM, SEPARATE INCISION/EXCISION, SEPARATE LESION, OR SEPARATE INJURY (OR AREA OF INJURY IN EXTENSIVE INJURIES) NOT ORDINARILY ENCOUNTERED OR PERFORMED ON THE SAME DAY BY THE SAME PHYSICIAN. HOWEVER, WHAN ANOTHER ALREADY ESTABLISHED MODIFIER IS APPROPRIATE IT SHOULD BE USED RATHER THAN MODIFIER -59. ONLY IF NO MORE DESCRIPTIVE MODIFIER IS AVAILABLE, AND THE USE OF MODIFIER -59 BEST EXPLAINS THE CIRCUMSTANCES, SHOULD MODIFIER -59 BE USED. MODIFIER CODE 09959 MAY BE USED AS AN ALTERNATE TO MODIFIER -59."
"53883","26","XE","12","1","2024-03-01 14:33:37","SEPARATE ENCOUNTER, A SERVICE THAT IS DISTINCT BECAUSE IT OCCURRED DURING A SEPARATE ENCOUNTER"
"53883","26","XP","12","1","2024-03-01 14:33:37","SEPARATE PRACTITIONER, A SERVICE THAT IS DISTINCT BECAUSE IT WAS PERFORMED BY A DIFFERENT PRACTITIONER"
"53883","26","XS","12","1","2024-03-01 14:33:37","SEPARATE STRUCTURE, A SERVICE THAT IS DISTINCT BECAUSE IT WAS PERFORMED ON A SEPARATE ORGAN/STRUCTURE"
"53883","26","XU","12","1","2024-03-01 14:33:37","UNUSUAL NON-OVERLAPPING SERVICE, THE USE OF A SERVICE THAT IS DISTINCT BECAUSE IT DOES NOT OVERLAP USUAL COMPONENTS OF THE MAIN SERVICE"
"54257","14","GX","12","1","2023-11-08 16:53:27","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"54257","14","GY","12","1","2023-11-08 16:53:27","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"54269","14","GX","12","1","2023-11-14 18:04:43","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"54269","14","GY","12","1","2023-11-14 18:04:43","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"54270","16","GX","12","1","2023-11-14 18:06:31","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"54270","16","GY","12","1","2023-11-14 18:06:31","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"54283","15","GX","12","1","2023-11-15 12:26:18","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"54283","15","GY","12","1","2023-11-15 12:26:18","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"54300","16","GX","12","1","2023-11-07 15:46:52","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"54300","16","GY","12","1","2023-11-07 15:46:52","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"54685","17","GX","12","1","2023-11-08 15:22:47","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"54685","17","GY","12","1","2023-11-08 15:22:47","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"54769","27","59","7","1","2022-01-18 13:00:18","DISTINCT PROCEDURAL SERVICE: UNDER CERTAIN CIRCUMSTANCES, THE PHYSICIAN MAY NEED TO INDICATE THAT A PROCEDURE OR SERVICE WAS DISTINCT OR INDEPENDENT FROM OTHER SERVICES PERFORMED ON THE SAME DAY. MODIFIER -59 IS USED TO IDENTIFY PROCEDURES/SERVICES THAT ARE NOT NORMALLY REPORTED TOGETHER, BUT ARE APPROPRIATE UNDER THE CIRCUMSTANCES. THIS MAY REPRESENT A DIFFERENT SESSION OR PATIENT ENCOUNTER, DIFFERENT PROCEDURE OR SURGERY, DIFFERNET SITE OR ORGAN SYSTEM, SEPARATE INCISION/EXCISION, SEPARATE LESION, OR SEPARATE INJURY (OR AREA OF INJURY IN EXTENSIVE INJURIES) NOT ORDINARILY ENCOUNTERED OR PERFORMED ON THE SAME DAY BY THE SAME PHYSICIAN. HOWEVER, WHAN ANOTHER ALREADY ESTABLISHED MODIFIER IS APPROPRIATE IT SHOULD BE USED RATHER THAN MODIFIER -59. ONLY IF NO MORE DESCRIPTIVE MODIFIER IS AVAILABLE, AND THE USE OF MODIFIER -59 BEST EXPLAINS THE CIRCUMSTANCES, SHOULD MODIFIER -59 BE USED. MODIFIER CODE 09959 MAY BE USED AS AN ALTERNATE TO MODIFIER -59."
"54769","27","QW","7","1","2022-01-18 13:00:18","CLIA WAIVED TEST"
"54831","28","GA","12","1","2023-08-24 15:36:23","WAIVER OF LIABILITY STATEMENT ISSUED AS REQUIRED BY PAYER POLICY, INDIVIDUAL CASE"
