article_id,article_version,state_id,last_updated
56679,9,12,2024-08-22 14:02:01.680000000
56679,9,14,2024-08-22 14:02:01.680000000
56679,9,19,2024-08-22 14:02:01.680000000
56679,9,20,2024-08-22 14:02:01.680000000
56679,9,22,2024-08-22 14:02:01.680000000
56679,9,23,2024-08-22 14:02:01.680000000
56679,9,31,2024-08-22 14:02:01.680000000
56679,9,34,2024-08-22 14:02:01.680000000
56679,9,39,2024-08-22 14:02:01.680000000
56679,9,42,2024-08-22 14:02:01.680000000
56679,9,43,2024-08-22 14:02:01.680000000
56679,9,48,2024-08-22 14:02:01.680000000
56679,9,50,2024-08-22 14:02:01.680000000
56679,9,51,2024-08-22 14:02:01.680000000
56756,20,2,2023-11-03 14:52:03.190000000
56756,20,3,2023-11-03 14:52:03.190000000
56756,20,12,2023-11-03 14:52:03.190000000
56756,20,14,2023-11-03 14:52:03.190000000
56756,20,19,2023-11-03 14:52:03.190000000
56756,20,20,2023-11-03 14:52:03.190000000
56756,20,22,2023-11-03 14:52:03.190000000
56756,20,23,2023-11-03 14:52:03.190000000
56756,20,31,2023-11-03 14:52:03.190000000
56756,20,34,2023-11-03 14:52:03.190000000
56756,20,39,2023-11-03 14:52:03.190000000
56756,20,42,2023-11-03 14:52:03.190000000
56756,20,43,2023-11-03 14:52:03.190000000
56756,20,48,2023-11-03 14:52:03.190000000
56756,20,50,2023-11-03 14:52:03.190000000
56756,20,51,2023-11-03 14:52:03.190000000
57311,32,8,2025-09-18 20:29:10.043000000
57311,32,10,2025-09-18 20:29:10.043000000
57311,32,11,2025-09-18 20:29:10.043000000
57311,32,17,2025-09-18 20:29:10.043000000
57311,32,21,2025-09-18 20:29:10.043000000
57311,32,25,2025-09-18 20:29:10.043000000
57311,32,29,2025-09-18 20:29:10.043000000
57311,32,32,2025-09-18 20:29:10.043000000
57311,32,35,2025-09-18 20:29:10.043000000
57311,32,36,2025-09-18 20:29:10.043000000
57311,32,45,2025-09-18 20:29:10.043000000
57311,32,49,2025-09-18 20:29:10.043000000
57311,32,52,2025-09-18 20:29:10.043000000
57311,32,53,2025-09-18 20:29:10.043000000
57311,32,58,2025-09-18 20:29:10.043000000
57311,32,59,2025-09-18 20:29:10.043000000
60390,3,17,2026-01-22 17:54:23.040000000
60393,2,17,2026-01-22 19:04:57.077000000
