lcd_id,lcd_version,contractor_id,contractor_type_id,contractor_version,last_updated
33420,41,377,13,1,2021-02-25 14:46:39.370000000
33420,41,378,13,1,2021-02-25 14:46:39.370000000
33420,41,379,13,1,2021-02-25 14:46:39.370000000
33420,41,380,13,1,2021-02-25 14:46:39.370000000
33420,41,381,13,1,2021-02-25 14:46:39.370000000
33420,41,391,12,1,2021-02-25 14:46:39.370000000
33420,41,392,12,1,2021-02-25 14:46:39.370000000
33420,41,393,12,1,2021-02-25 14:46:39.370000000
33420,41,394,12,1,2021-02-25 14:46:39.370000000
33420,41,395,12,1,2021-02-25 14:46:39.370000000
33420,41,396,12,1,2021-02-25 14:46:39.370000000
33422,44,378,13,1,2025-12-29 15:05:41.613000000
33422,44,379,13,1,2025-12-29 15:05:41.613000000
33422,44,380,13,1,2025-12-29 15:05:41.613000000
33422,44,381,13,1,2025-12-29 15:05:41.613000000
33422,44,394,12,1,2025-12-29 15:05:41.613000000
33422,44,395,12,1,2025-12-29 15:05:41.613000000
33422,44,396,12,1,2025-12-29 15:05:41.613000000
33423,58,374,13,1,2025-06-20 13:43:45.463000000
33423,58,375,13,1,2025-06-20 13:43:45.463000000
33423,58,376,13,1,2025-06-20 13:43:45.463000000
33423,58,377,13,1,2025-06-20 13:43:45.463000000
33423,58,378,13,1,2025-06-20 13:43:45.463000000
33423,58,379,13,1,2025-06-20 13:43:45.463000000
33423,58,380,13,1,2025-06-20 13:43:45.463000000
33423,58,381,13,1,2025-06-20 13:43:45.463000000
33423,58,391,12,1,2025-06-20 13:43:45.463000000
33423,58,392,12,1,2025-06-20 13:43:45.463000000
33423,58,393,12,1,2025-06-20 13:43:45.463000000
33423,58,394,12,1,2025-06-20 13:43:45.463000000
33423,58,395,12,1,2025-06-20 13:43:45.463000000
33423,58,396,12,1,2025-06-20 13:43:45.463000000
33428,53,374,13,1,2021-07-23 13:55:57.220000000
33428,53,375,13,1,2021-07-23 13:55:57.220000000
33428,53,376,13,1,2021-07-23 13:55:57.220000000
33428,53,377,13,1,2021-07-23 13:55:57.220000000
33428,53,378,13,1,2021-07-23 13:55:57.220000000
33428,53,379,13,1,2021-07-23 13:55:57.220000000
33428,53,380,13,1,2021-07-23 13:55:57.220000000
33428,53,381,13,1,2021-07-23 13:55:57.220000000
33428,53,391,12,1,2021-07-23 13:55:57.220000000
33428,53,392,12,1,2021-07-23 13:55:57.220000000
33428,53,393,12,1,2021-07-23 13:55:57.220000000
33428,53,394,12,1,2021-07-23 13:55:57.220000000
33428,53,395,12,1,2021-07-23 13:55:57.220000000
33428,53,396,12,1,2021-07-23 13:55:57.220000000
33431,59,378,13,1,2025-09-12 14:31:46.247000000
33431,59,379,13,1,2025-09-12 14:31:46.247000000
33431,59,380,13,1,2025-09-12 14:31:46.247000000
33431,59,381,13,1,2025-09-12 14:31:46.247000000
33431,59,394,12,1,2025-09-12 14:31:46.247000000
33431,59,395,12,1,2025-09-12 14:31:46.247000000
33431,59,396,12,1,2025-09-12 14:31:46.247000000
33436,38,378,13,1,2023-11-10 13:33:12.917000000
33436,38,379,13,1,2023-11-10 13:33:12.917000000
33436,38,380,13,1,2023-11-10 13:33:12.917000000
33436,38,381,13,1,2023-11-10 13:33:12.917000000
33436,38,394,12,1,2023-11-10 13:33:12.917000000
33436,38,395,12,1,2023-11-10 13:33:12.917000000
33436,38,396,12,1,2023-11-10 13:33:12.917000000
33438,47,378,13,1,2024-07-12 13:09:21.303000000
33438,47,379,13,1,2024-07-12 13:09:21.303000000
33438,47,380,13,1,2024-07-12 13:09:21.303000000
33438,47,381,13,1,2024-07-12 13:09:21.303000000
33438,47,394,12,1,2024-07-12 13:09:21.303000000
33438,47,395,12,1,2024-07-12 13:09:21.303000000
33438,47,396,12,1,2024-07-12 13:09:21.303000000
33444,42,378,13,1,2024-12-23 14:14:07.780000000
33444,42,379,13,1,2024-12-23 14:14:07.780000000
33444,42,380,13,1,2024-12-23 14:14:07.780000000
33444,42,381,13,1,2024-12-23 14:14:07.780000000
33444,42,394,12,1,2024-12-23 14:14:07.780000000
33444,42,395,12,1,2024-12-23 14:14:07.780000000
33444,42,396,12,1,2024-12-23 14:14:07.780000000
33445,79,374,13,1,2025-10-17 13:31:43.953000000
33445,79,375,13,1,2025-10-17 13:31:43.953000000
33445,79,376,13,1,2025-10-17 13:31:43.953000000
33445,79,377,13,1,2025-10-17 13:31:43.953000000
33445,79,378,13,1,2025-10-17 13:31:43.953000000
33445,79,379,13,1,2025-10-17 13:31:43.953000000
33445,79,380,13,1,2025-10-17 13:31:43.953000000
33445,79,381,13,1,2025-10-17 13:31:43.953000000
33445,79,391,12,1,2025-10-17 13:31:43.953000000
33445,79,392,12,1,2025-10-17 13:31:43.953000000
33445,79,393,12,1,2025-10-17 13:31:43.953000000
33445,79,394,12,1,2025-10-17 13:31:43.953000000
33445,79,395,12,1,2025-10-17 13:31:43.953000000
33445,79,396,12,1,2025-10-17 13:31:43.953000000
33446,47,378,13,1,2021-06-18 14:58:02.380000000
33446,47,379,13,1,2021-06-18 14:58:02.380000000
33446,47,380,13,1,2021-06-18 14:58:02.380000000
33446,47,381,13,1,2021-06-18 14:58:02.380000000
33446,47,394,12,1,2021-06-18 14:58:02.380000000
33446,47,395,12,1,2021-06-18 14:58:02.380000000
33446,47,396,12,1,2021-06-18 14:58:02.380000000
33447,48,378,13,1,2024-09-10 13:47:08.327000000
33447,48,379,13,1,2024-09-10 13:47:08.327000000
33447,48,380,13,1,2024-09-10 13:47:08.327000000
33447,48,381,13,1,2024-09-10 13:47:08.327000000
33447,48,394,12,1,2024-09-10 13:47:08.327000000
33447,48,395,12,1,2024-09-10 13:47:08.327000000
33447,48,396,12,1,2024-09-10 13:47:08.327000000
33449,36,378,13,1,2019-11-09 15:55:38.667000000
33449,36,379,13,1,2019-11-09 15:55:38.667000000
33449,36,380,13,1,2019-11-09 15:55:38.667000000
33449,36,381,13,1,2019-11-09 15:55:38.667000000
33449,36,394,12,1,2019-11-09 15:55:38.667000000
33449,36,395,12,1,2019-11-09 15:55:38.667000000
33449,36,396,12,1,2019-11-09 15:55:38.667000000
33455,31,378,13,1,2021-09-03 12:52:54.617000000
33455,31,379,13,1,2021-09-03 12:52:54.617000000
33455,31,380,13,1,2021-09-03 12:52:54.617000000
33455,31,381,13,1,2021-09-03 12:52:54.617000000
33455,31,394,12,1,2021-09-03 12:52:54.617000000
33455,31,395,12,1,2021-09-03 12:52:54.617000000
33455,31,396,12,1,2021-09-03 12:52:54.617000000
33456,71,374,13,1,2023-06-05 14:08:41.103000000
33456,71,375,13,1,2023-06-05 14:08:41.103000000
33456,71,376,13,1,2023-06-05 14:08:41.103000000
33456,71,377,13,1,2023-06-05 14:08:41.103000000
33456,71,378,13,1,2023-06-05 14:08:41.103000000
33456,71,379,13,1,2023-06-05 14:08:41.103000000
33456,71,380,13,1,2023-06-05 14:08:41.103000000
33456,71,381,13,1,2023-06-05 14:08:41.103000000
33456,71,391,12,1,2023-06-05 14:08:41.103000000
33456,71,392,12,1,2023-06-05 14:08:41.103000000
33456,71,393,12,1,2023-06-05 14:08:41.103000000
33456,71,394,12,1,2023-06-05 14:08:41.103000000
33456,71,395,12,1,2023-06-05 14:08:41.103000000
33456,71,396,12,1,2023-06-05 14:08:41.103000000
33457,61,374,13,1,2023-03-14 13:39:27.203000000
33457,61,375,13,1,2023-03-14 13:39:27.203000000
33457,61,376,13,1,2023-03-14 13:39:27.203000000
33457,61,377,13,1,2023-03-14 13:39:27.203000000
33457,61,378,13,1,2023-03-14 13:39:27.203000000
33457,61,379,13,1,2023-03-14 13:39:27.203000000
33457,61,380,13,1,2023-03-14 13:39:27.203000000
33457,61,381,13,1,2023-03-14 13:39:27.203000000
33457,61,391,12,1,2023-03-14 13:39:27.203000000
33457,61,392,12,1,2023-03-14 13:39:27.203000000
33457,61,393,12,1,2023-03-14 13:39:27.203000000
33457,61,394,12,1,2023-03-14 13:39:27.203000000
33457,61,395,12,1,2023-03-14 13:39:27.203000000
33457,61,396,12,1,2023-03-14 13:39:27.203000000
33458,69,378,13,1,2021-05-20 13:31:47.473000000
33458,69,379,13,1,2021-05-20 13:31:47.473000000
33458,69,380,13,1,2021-05-20 13:31:47.473000000
33458,69,381,13,1,2021-05-20 13:31:47.473000000
33458,69,394,12,1,2021-05-20 13:31:47.473000000
33458,69,395,12,1,2021-05-20 13:31:47.473000000
33458,69,396,12,1,2021-05-20 13:31:47.473000000
33459,43,374,13,1,2024-06-07 13:39:46.303000000
33459,43,375,13,1,2024-06-07 13:39:46.303000000
33459,43,376,13,1,2024-06-07 13:39:46.303000000
33459,43,377,13,1,2024-06-07 13:39:46.303000000
33459,43,378,13,1,2024-06-07 13:39:46.303000000
33459,43,379,13,1,2024-06-07 13:39:46.303000000
33459,43,380,13,1,2024-06-07 13:39:46.303000000
33459,43,381,13,1,2024-06-07 13:39:46.303000000
33459,43,391,12,1,2024-06-07 13:39:46.303000000
33459,43,392,12,1,2024-06-07 13:39:46.303000000
33459,43,393,12,1,2024-06-07 13:39:46.303000000
33459,43,394,12,1,2024-06-07 13:39:46.303000000
33459,43,395,12,1,2024-06-07 13:39:46.303000000
33459,43,396,12,1,2024-06-07 13:39:46.303000000
33461,64,378,13,1,2024-03-01 14:55:00.403000000
33461,64,379,13,1,2024-03-01 14:55:00.403000000
33461,64,380,13,1,2024-03-01 14:55:00.403000000
33461,64,381,13,1,2024-03-01 14:55:00.403000000
33461,64,394,12,1,2024-03-01 14:55:00.403000000
33461,64,395,12,1,2024-03-01 14:55:00.403000000
33461,64,396,12,1,2024-03-01 14:55:00.403000000
33467,49,374,13,1,2023-05-01 14:04:49.260000000
33467,49,375,13,1,2023-05-01 14:04:49.260000000
33467,49,376,13,1,2023-05-01 14:04:49.260000000
33467,49,377,13,1,2023-05-01 14:04:49.260000000
33467,49,378,13,1,2023-05-01 14:04:49.260000000
33467,49,379,13,1,2023-05-01 14:04:49.260000000
33467,49,380,13,1,2023-05-01 14:04:49.260000000
33467,49,381,13,1,2023-05-01 14:04:49.260000000
33467,49,391,12,1,2023-05-01 14:04:49.260000000
33467,49,392,12,1,2023-05-01 14:04:49.260000000
33467,49,393,12,1,2023-05-01 14:04:49.260000000
33467,49,394,12,1,2023-05-01 14:04:49.260000000
33467,49,395,12,1,2023-05-01 14:04:49.260000000
33467,49,396,12,1,2023-05-01 14:04:49.260000000
33557,47,269,8,1,2025-11-14 18:47:15.660000000
33557,47,270,8,1,2025-11-14 18:47:15.660000000
33557,47,271,8,1,2025-11-14 18:47:15.660000000
33557,47,273,9,1,2025-11-14 18:47:15.660000000
33557,47,274,9,1,2025-11-14 18:47:15.660000000
33557,47,275,9,1,2025-11-14 18:47:15.660000000
33557,47,297,13,1,2025-11-14 18:47:15.660000000
33557,47,298,13,1,2025-11-14 18:47:15.660000000
33557,47,299,13,1,2025-11-14 18:47:15.660000000
33557,47,300,13,1,2025-11-14 18:47:15.660000000
33557,47,301,13,1,2025-11-14 18:47:15.660000000
33557,47,302,13,1,2025-11-14 18:47:15.660000000
33557,47,303,13,1,2025-11-14 18:47:15.660000000
33557,47,304,13,1,2025-11-14 18:47:15.660000000
33557,47,305,13,1,2025-11-14 18:47:15.660000000
33557,47,306,13,1,2025-11-14 18:47:15.660000000
33557,47,307,13,1,2025-11-14 18:47:15.660000000
33557,47,309,13,1,2025-11-14 18:47:15.660000000
33557,47,310,13,1,2025-11-14 18:47:15.660000000
33557,47,311,13,1,2025-11-14 18:47:15.660000000
33557,47,312,13,1,2025-11-14 18:47:15.660000000
33557,47,313,13,1,2025-11-14 18:47:15.660000000
33558,32,269,8,1,2019-09-11 17:28:50.360000000
33558,32,270,8,1,2019-09-11 17:28:50.360000000
33558,32,271,8,1,2019-09-11 17:28:50.360000000
33558,32,273,9,1,2019-09-11 17:28:50.360000000
33558,32,274,9,1,2019-09-11 17:28:50.360000000
33558,32,275,9,1,2019-09-11 17:28:50.360000000
33558,32,297,13,1,2019-09-11 17:28:50.360000000
33558,32,298,13,1,2019-09-11 17:28:50.360000000
33558,32,299,13,1,2019-09-11 17:28:50.360000000
33558,32,300,13,1,2019-09-11 17:28:50.360000000
33558,32,301,13,1,2019-09-11 17:28:50.360000000
33558,32,302,13,1,2019-09-11 17:28:50.360000000
33558,32,303,13,1,2019-09-11 17:28:50.360000000
33558,32,304,13,1,2019-09-11 17:28:50.360000000
33558,32,305,13,1,2019-09-11 17:28:50.360000000
33558,32,306,13,1,2019-09-11 17:28:50.360000000
33558,32,307,13,1,2019-09-11 17:28:50.360000000
33558,32,309,13,1,2019-09-11 17:28:50.360000000
33558,32,310,13,1,2019-09-11 17:28:50.360000000
33558,32,311,13,1,2019-09-11 17:28:50.360000000
33558,32,312,13,1,2019-09-11 17:28:50.360000000
33558,32,313,13,1,2019-09-11 17:28:50.360000000
33559,28,269,8,1,2022-02-02 17:59:58.607000000
33559,28,270,8,1,2022-02-02 17:59:58.607000000
33559,28,271,8,1,2022-02-02 17:59:58.607000000
33559,28,273,9,1,2022-02-02 17:59:58.607000000
33559,28,274,9,1,2022-02-02 17:59:58.607000000
33559,28,275,9,1,2022-02-02 17:59:58.607000000
33559,28,297,13,1,2022-02-02 17:59:58.607000000
33559,28,298,13,1,2022-02-02 17:59:58.607000000
33559,28,299,13,1,2022-02-02 17:59:58.607000000
33559,28,300,13,1,2022-02-02 17:59:58.607000000
33559,28,301,13,1,2022-02-02 17:59:58.607000000
33559,28,302,13,1,2022-02-02 17:59:58.607000000
33559,28,303,13,1,2022-02-02 17:59:58.607000000
33559,28,304,13,1,2022-02-02 17:59:58.607000000
33559,28,305,13,1,2022-02-02 17:59:58.607000000
33559,28,306,13,1,2022-02-02 17:59:58.607000000
33559,28,307,13,1,2022-02-02 17:59:58.607000000
33559,28,309,13,1,2022-02-02 17:59:58.607000000
33559,28,310,13,1,2022-02-02 17:59:58.607000000
33559,28,311,13,1,2022-02-02 17:59:58.607000000
33559,28,312,13,1,2022-02-02 17:59:58.607000000
33559,28,313,13,1,2022-02-02 17:59:58.607000000
33560,35,269,8,1,2023-09-28 18:25:16.380000000
33560,35,270,8,1,2023-09-28 18:25:16.380000000
33560,35,271,8,1,2023-09-28 18:25:16.380000000
33560,35,273,9,1,2023-09-28 18:25:16.380000000
33560,35,274,9,1,2023-09-28 18:25:16.380000000
33560,35,275,9,1,2023-09-28 18:25:16.380000000
33560,35,297,13,1,2023-09-28 18:25:16.380000000
33560,35,298,13,1,2023-09-28 18:25:16.380000000
33560,35,299,13,1,2023-09-28 18:25:16.380000000
33560,35,300,13,1,2023-09-28 18:25:16.380000000
33560,35,301,13,1,2023-09-28 18:25:16.380000000
33560,35,302,13,1,2023-09-28 18:25:16.380000000
33560,35,303,13,1,2023-09-28 18:25:16.380000000
33560,35,304,13,1,2023-09-28 18:25:16.380000000
33560,35,305,13,1,2023-09-28 18:25:16.380000000
33560,35,306,13,1,2023-09-28 18:25:16.380000000
33560,35,307,13,1,2023-09-28 18:25:16.380000000
33560,35,309,13,1,2023-09-28 18:25:16.380000000
33560,35,310,13,1,2023-09-28 18:25:16.380000000
33560,35,311,13,1,2023-09-28 18:25:16.380000000
33560,35,312,13,1,2023-09-28 18:25:16.380000000
33560,35,313,13,1,2023-09-28 18:25:16.380000000
33563,26,269,8,1,2019-09-05 13:22:51.733000000
33563,26,270,8,1,2019-09-05 13:22:51.733000000
33563,26,271,8,1,2019-09-05 13:22:51.733000000
33563,26,273,9,1,2019-09-05 13:22:51.733000000
33563,26,274,9,1,2019-09-05 13:22:51.733000000
33563,26,275,9,1,2019-09-05 13:22:51.733000000
33563,26,297,13,1,2019-09-05 13:22:51.733000000
33563,26,298,13,1,2019-09-05 13:22:51.733000000
33563,26,299,13,1,2019-09-05 13:22:51.733000000
33563,26,300,13,1,2019-09-05 13:22:51.733000000
33563,26,301,13,1,2019-09-05 13:22:51.733000000
33563,26,302,13,1,2019-09-05 13:22:51.733000000
33563,26,303,13,1,2019-09-05 13:22:51.733000000
33563,26,304,13,1,2019-09-05 13:22:51.733000000
33563,26,305,13,1,2019-09-05 13:22:51.733000000
33563,26,306,13,1,2019-09-05 13:22:51.733000000
33563,26,307,13,1,2019-09-05 13:22:51.733000000
33563,26,309,13,1,2019-09-05 13:22:51.733000000
33563,26,310,13,1,2019-09-05 13:22:51.733000000
33563,26,311,13,1,2019-09-05 13:22:51.733000000
33563,26,312,13,1,2019-09-05 13:22:51.733000000
33563,26,313,13,1,2019-09-05 13:22:51.733000000
33567,27,269,8,1,2019-09-16 13:38:13.417000000
33567,27,270,8,1,2019-09-16 13:38:13.417000000
33567,27,271,8,1,2019-09-16 13:38:13.417000000
33567,27,273,9,1,2019-09-16 13:38:13.417000000
33567,27,274,9,1,2019-09-16 13:38:13.417000000
33567,27,275,9,1,2019-09-16 13:38:13.417000000
33567,27,297,13,1,2019-09-16 13:38:13.417000000
33567,27,298,13,1,2019-09-16 13:38:13.417000000
33567,27,299,13,1,2019-09-16 13:38:13.417000000
33567,27,300,13,1,2019-09-16 13:38:13.417000000
33567,27,301,13,1,2019-09-16 13:38:13.417000000
33567,27,302,13,1,2019-09-16 13:38:13.417000000
33567,27,303,13,1,2019-09-16 13:38:13.417000000
33567,27,304,13,1,2019-09-16 13:38:13.417000000
33567,27,305,13,1,2019-09-16 13:38:13.417000000
33567,27,306,13,1,2019-09-16 13:38:13.417000000
33567,27,307,13,1,2019-09-16 13:38:13.417000000
33567,27,309,13,1,2019-09-16 13:38:13.417000000
33567,27,310,13,1,2019-09-16 13:38:13.417000000
33567,27,311,13,1,2019-09-16 13:38:13.417000000
33567,27,312,13,1,2019-09-16 13:38:13.417000000
33567,27,313,13,1,2019-09-16 13:38:13.417000000
33569,31,269,8,1,2025-11-13 20:11:36.593000000
33569,31,270,8,1,2025-11-13 20:11:36.593000000
33569,31,271,8,1,2025-11-13 20:11:36.593000000
33569,31,273,9,1,2025-11-13 20:11:36.593000000
33569,31,274,9,1,2025-11-13 20:11:36.593000000
33569,31,275,9,1,2025-11-13 20:11:36.593000000
33569,31,297,13,1,2025-11-13 20:11:36.593000000
33569,31,298,13,1,2025-11-13 20:11:36.593000000
33569,31,299,13,1,2025-11-13 20:11:36.593000000
33569,31,300,13,1,2025-11-13 20:11:36.593000000
33569,31,301,13,1,2025-11-13 20:11:36.593000000
33569,31,302,13,1,2025-11-13 20:11:36.593000000
33569,31,303,13,1,2025-11-13 20:11:36.593000000
33569,31,304,13,1,2025-11-13 20:11:36.593000000
33569,31,305,13,1,2025-11-13 20:11:36.593000000
33569,31,306,13,1,2025-11-13 20:11:36.593000000
33569,31,307,13,1,2025-11-13 20:11:36.593000000
33569,31,309,13,1,2025-11-13 20:11:36.593000000
33569,31,310,13,1,2025-11-13 20:11:36.593000000
33569,31,311,13,1,2025-11-13 20:11:36.593000000
33569,31,312,13,1,2025-11-13 20:11:36.593000000
33569,31,313,13,1,2025-11-13 20:11:36.593000000
33573,24,269,8,1,2019-11-01 14:07:46.570000000
33573,24,270,8,1,2019-11-01 14:07:46.570000000
33573,24,271,8,1,2019-11-01 14:07:46.570000000
33573,24,273,9,1,2019-11-01 14:07:46.570000000
33573,24,274,9,1,2019-11-01 14:07:46.570000000
33573,24,275,9,1,2019-11-01 14:07:46.570000000
33573,24,297,13,1,2019-11-01 14:07:46.570000000
