"lcd_id","lcd_version","hcpc_code_id","hcpc_code_version","hcpc_code_group","range","last_updated","long_description","short_description"
"33312","40","E1034","99","3","N","2025-09-23 19:55:07","WHEELCHAIR ACCESSORY, MANUAL SWINGAWAY, RETRACTABLE OR REMOVABLE MOUNTING HARDWARE FOR LATERAL TRUNK OR HIP SUPPORT, ANY TYPE","Wheelchair trunk hip support"
"33312","40","E2231","99","4","N","2025-09-23 19:55:07","MANUAL WHEELCHAIR ACCESSORY, SOLID SEAT SUPPORT BASE (REPLACES SLING SEAT), INCLUDES ANY TYPE MOUNTING HARDWARE","Solid seat support base"
"33312","40","E2291","99","4","N","2025-09-23 19:55:07","BACK, PLANAR, FOR PEDIATRIC SIZE WHEELCHAIR INCLUDING FIXED ATTACHING HARDWARE","Planar back for ped size wc"
"33312","40","E2292","99","4","N","2025-09-23 19:55:07","SEAT, PLANAR, FOR PEDIATRIC SIZE WHEELCHAIR INCLUDING FIXED ATTACHING HARDWARE","Planar seat for ped size wc"
"33312","40","E2293","99","4","N","2025-09-23 19:55:07","BACK, CONTOURED, FOR PEDIATRIC SIZE WHEELCHAIR INCLUDING FIXED ATTACHING HARDWARE","Contour back for ped size wc"
"33312","40","E2294","99","4","N","2025-09-23 19:55:07","SEAT, CONTOURED, FOR PEDIATRIC SIZE WHEELCHAIR INCLUDING FIXED ATTACHING HARDWARE","Contour seat for ped size wc"
"33312","40","E2601","99","1","N","2025-09-23 19:55:07","GENERAL USE WHEELCHAIR SEAT CUSHION, WIDTH LESS THAN 22 INCHES, ANY DEPTH","Gen w/c cushion wdth < 22 in"
"33312","40","E2602","99","1","N","2025-09-23 19:55:07","GENERAL USE WHEELCHAIR SEAT CUSHION, WIDTH 22 INCHES OR GREATER, ANY DEPTH","Gen w/c cushion wdth >=22 in"
"33312","40","E2603","99","1","N","2025-09-23 19:55:07","SKIN PROTECTION WHEELCHAIR SEAT CUSHION, WIDTH LESS THAN 22 INCHES, ANY DEPTH","Skin protect wc cus wd <22in"
"33312","40","E2604","99","1","N","2025-09-23 19:55:07","SKIN PROTECTION WHEELCHAIR SEAT CUSHION, WIDTH 22 INCHES OR GREATER, ANY DEPTH","Skin protect wc cus wd>=22in"
"33312","40","E2605","99","1","N","2025-09-23 19:55:07","POSITIONING WHEELCHAIR SEAT CUSHION, WIDTH LESS THAN 22 INCHES, ANY DEPTH","Position wc cush wdth <22 in"
"33312","40","E2606","99","1","N","2025-09-23 19:55:07","POSITIONING WHEELCHAIR SEAT CUSHION, WIDTH 22 INCHES OR GREATER, ANY DEPTH","Position wc cush wdth>=22 in"
"33312","40","E2607","99","1","N","2025-09-23 19:55:07","SKIN PROTECTION AND POSITIONING WHEELCHAIR SEAT CUSHION, WIDTH LESS THAN 22 INCHES, ANY DEPTH","Skin pro/pos wc cus wd <22in"
"33312","40","E2608","99","1","N","2025-09-23 19:55:07","SKIN PROTECTION AND POSITIONING WHEELCHAIR SEAT CUSHION, WIDTH 22 INCHES OR GREATER, ANY DEPTH","Skin pro/pos wc cus wd>=22in"
"33312","40","E2609","99","1","N","2025-09-23 19:55:07","CUSTOM FABRICATED WHEELCHAIR SEAT CUSHION, ANY SIZE","Custom fabricate w/c cushion"
"33312","40","E2610","99","1","N","2025-09-23 19:55:07","WHEELCHAIR SEAT CUSHION, POWERED","Powered w/c cushion"
"33312","40","E2611","99","2","N","2025-09-23 19:55:07","GENERAL USE WHEELCHAIR BACK CUSHION, WIDTH LESS THAN 22 INCHES, ANY HEIGHT, INCLUDING ANY TYPE MOUNTING HARDWARE","Gen use back cush wdth <22in"
"33312","40","E2612","99","2","N","2025-09-23 19:55:07","GENERAL USE WHEELCHAIR BACK CUSHION, WIDTH 22 INCHES OR GREATER, ANY HEIGHT, INCLUDING ANY TYPE MOUNTING HARDWARE","Gen use back cush wdth>=22in"
"33312","40","E2613","99","2","N","2025-09-23 19:55:07","POSITIONING WHEELCHAIR BACK CUSHION, POSTERIOR, WIDTH LESS THAN 22 INCHES, ANY HEIGHT, INCLUDING ANY TYPE MOUNTING HARDWARE","Position back cush wd <22in"
"33312","40","E2614","99","2","N","2025-09-23 19:55:07","POSITIONING WHEELCHAIR BACK CUSHION, POSTERIOR, WIDTH 22 INCHES OR GREATER, ANY HEIGHT, INCLUDING ANY TYPE MOUNTING HARDWARE","Position back cush wd>=22in"
"33312","40","E2615","99","2","N","2025-09-23 19:55:07","POSITIONING WHEELCHAIR BACK CUSHION, POSTERIOR-LATERAL, WIDTH LESS THAN 22 INCHES, ANY HEIGHT, INCLUDING ANY TYPE MOUNTING HARDWARE","Pos back post/lat wdth <22in"
"33312","40","E2616","99","2","N","2025-09-23 19:55:07","POSITIONING WHEELCHAIR BACK CUSHION, POSTERIOR-LATERAL, WIDTH 22 INCHES OR GREATER, ANY HEIGHT, INCLUDING ANY TYPE MOUNTING HARDWARE","Pos back post/lat wdth>=22in"
"33312","40","E2617","99","2","N","2025-09-23 19:55:07","CUSTOM FABRICATED WHEELCHAIR BACK CUSHION, ANY SIZE, INCLUDING ANY TYPE MOUNTING HARDWARE","Custom fab w/c back cushion"
"33312","40","E2619","99","4","N","2025-09-23 19:55:07","REPLACEMENT COVER FOR WHEELCHAIR SEAT CUSHION OR BACK CUSHION, EACH","Replace cover w/c seat cush"
"33312","40","E2620","99","2","N","2025-09-23 19:55:07","POSITIONING WHEELCHAIR BACK CUSHION, PLANAR BACK WITH LATERAL SUPPORTS, WIDTH LESS THAN 22 INCHES, ANY HEIGHT, INCLUDING ANY TYPE MOUNTING HARDWARE","Wc planar back cush wd <22in"
"33312","40","E2621","99","2","N","2025-09-23 19:55:07","POSITIONING WHEELCHAIR BACK CUSHION, PLANAR BACK WITH LATERAL SUPPORTS, WIDTH 22 INCHES OR GREATER, ANY HEIGHT, INCLUDING ANY TYPE MOUNTING HARDWARE","Wc planar back cush wd>=22in"
"33312","40","E2622","99","1","N","2025-09-23 19:55:07","SKIN PROTECTION WHEELCHAIR SEAT CUSHION, ADJUSTABLE, WIDTH LESS THAN 22 INCHES, ANY DEPTH","Adj skin pro w/c cus wd<22in"
"33312","40","E2623","99","1","N","2025-09-23 19:55:07","SKIN PROTECTION WHEELCHAIR SEAT CUSHION, ADJUSTABLE, WIDTH 22 INCHES OR GREATER, ANY DEPTH","Adj skin pro wc cus wd>=22in"
"33312","40","E2624","99","1","N","2025-09-23 19:55:07","SKIN PROTECTION AND POSITIONING WHEELCHAIR SEAT CUSHION, ADJUSTABLE, WIDTH LESS THAN 22 INCHES, ANY DEPTH","Adj skin pro/pos cus<22in"
"33312","40","E2625","99","1","N","2025-09-23 19:55:07","SKIN PROTECTION AND POSITIONING WHEELCHAIR SEAT CUSHION, ADJUSTABLE, WIDTH 22 INCHES OR GREATER, ANY DEPTH","Adj skin pro/pos wc cus>=22"
"33312","40","K0108","99","4","N","2025-09-23 19:55:07","WHEELCHAIR COMPONENT OR ACCESSORY, NOT OTHERWISE SPECIFIED","W/c component-accessory nos"
"33312","40","K0669","99","4","N","2025-09-23 19:55:07","WHEELCHAIR ACCESSORY, WHEELCHAIR SEAT OR BACK CUSHION, DOES NOT MEET SPECIFIC CODE CRITERIA OR NO WRITTEN CODING VERIFICATION FROM DME PDAC","Seat/back cus no dmepdac ver"
"33317","34","A4280","97","1","N","2025-03-27 12:50:40","ADHESIVE SKIN SUPPORT ATTACHMENT FOR USE WITH EXTERNAL BREAST PROSTHESIS, EACH","Brst prsths adhsv attchmnt"
"33317","34","L8000","97","1","N","2025-03-27 12:50:40","BREAST PROSTHESIS, MASTECTOMY BRA, WITHOUT INTEGRATED BREAST PROSTHESIS FORM, ANY SIZE, ANY TYPE","Mastectomy bra"
"33317","34","L8001","97","1","N","2025-03-27 12:50:40","BREAST PROSTHESIS, MASTECTOMY BRA, WITH INTEGRATED BREAST PROSTHESIS FORM, UNILATERAL, ANY SIZE, ANY TYPE","Breast prosthesis bra & form"
"33317","34","L8002","97","1","N","2025-03-27 12:50:40","BREAST PROSTHESIS, MASTECTOMY BRA, WITH INTEGRATED BREAST PROSTHESIS FORM, BILATERAL, ANY SIZE, ANY TYPE","Brst prsth bra & bilat form"
"33317","34","L8015","97","1","N","2025-03-27 12:50:40","EXTERNAL BREAST PROSTHESIS GARMENT, WITH MASTECTOMY FORM, POST MASTECTOMY","Ext breastprosthesis garment"
"33317","34","L8020","97","1","N","2025-03-27 12:50:40","BREAST PROSTHESIS, MASTECTOMY FORM","Mastectomy form"
"33317","34","L8030","97","1","N","2025-03-27 12:50:40","BREAST PROSTHESIS, SILICONE OR EQUAL, WITHOUT INTEGRAL ADHESIVE","Breast prosthes w/o adhesive"
"33317","34","L8031","97","1","N","2025-03-27 12:50:40","BREAST PROSTHESIS, SILICONE OR EQUAL, WITH INTEGRAL ADHESIVE","Breast prosthesis w adhesive"
"33317","34","L8032","97","1","N","2025-03-27 12:50:40","NIPPLE PROSTHESIS, PREFABRICATED, REUSABLE, ANY TYPE, EACH","Reusable nipple prosthesis"
"33317","34","L8033","97","1","N","2025-03-27 12:50:40","NIPPLE PROSTHESIS, CUSTOM FABRICATED, REUSABLE, ANY MATERIAL, ANY TYPE, EACH","Nipple prosthesis custom, ea"
"33317","34","L8035","97","1","N","2025-03-27 12:50:40","CUSTOM BREAST PROSTHESIS, POST MASTECTOMY, MOLDED TO PATIENT MODEL","Custom breast prosthesis"
"33317","34","L8039","97","1","N","2025-03-27 12:50:40","BREAST PROSTHESIS, NOT OTHERWISE SPECIFIED","Breast prosthesis nos"
"33318","63","A4467","99","1","N","2025-12-04 18:13:27","BELT, STRAP, SLEEVE, GARMENT, OR COVERING, ANY TYPE","Belt strap sleev grmnt cover"
"33318","63","A9270","99","1","N","2025-12-04 18:13:27","NON-COVERED ITEM OR SERVICE","Non-covered item or service"
"33318","63","K0672","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY ORTHOSIS, REMOVABLE SOFT INTERFACE, ALL COMPONENTS, REPLACEMENT ONLY, EACH","Removable soft interface le"
"33318","63","L1810","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, ELASTIC WITH JOINTS, PREFABRICATED ITEM THAT HAS BEEN TRIMMED, BENT, MOLDED, ASSEMBLED, OR OTHERWISE CUSTOMIZED TO FIT A SPECIFIC PATIENT BY AN INDIVIDUAL WITH EXPERTISE","Ko elastic with joints"
"33318","63","L1812","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, ELASTIC WITH JOINTS, PREFABRICATED, OFF-THE-SHELF","Ko elastic w/joints pre ots"
"33318","63","L1820","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, ELASTIC WITH CONDYLAR PADS AND JOINTS, WITH OR WITHOUT PATELLAR CONTROL, PREFABRICATED ITEM THAT HAS BEEN TRIMMED, BENT, MOLDED, ASSEMBLED, OR OTHERWISE CUSTOMIZED TO FIT A SPECIFIC PATIENT BY AN INDIVIDUAL WITH EXPERTISE","Ko elas w/ condyle pads & jo"
"33318","63","L1821","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, ELASTIC WITH CONDYLAR PADS AND JOINTS, WITH OR WITHOUT PATELLAR CONTROL, PREFABRICATED, OFF THE SHELF","Ko elas w/ condyle pads otf"
"33318","63","L1830","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, IMMOBILIZER, CANVAS LONGITUDINAL, PREFABRICATED, OFF-THE-SHELF","Ko immob canvas long pre ots"
"33318","63","L1831","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, LOCKING KNEE JOINT(S), POSITIONAL ORTHOSIS, PREFABRICATED, INCLUDES FITTING AND ADJUSTMENT","Knee orth pos locking joint"
"33318","63","L1832","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, ADJUSTABLE KNEE JOINTS (UNICENTRIC OR POLYCENTRIC), POSITIONAL ORTHOSIS, RIGID SUPPORT, PREFABRICATED ITEM THAT HAS BEEN TRIMMED, BENT, MOLDED, ASSEMBLED, OR OTHERWISE CUSTOMIZED TO FIT A SPECIFIC PATIENT BY AN INDIVIDUAL WITH EXPERTISE","Ko adj jnt pos r sup pre cst"
"33318","63","L1833","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, ADJUSTABLE KNEE JOINTS (UNICENTRIC OR POLYCENTRIC), POSITIONAL ORTHOSIS, RIGID SUPPORT, PREFABRICATED, OFF-THE SHELF","Ko adj jnt pos r sup pre ots"
"33318","63","L1834","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, WITHOUT KNEE JOINT, RIGID, CUSTOM FABRICATED","Ko w/0 joint rigid molded to"
"33318","63","L1836","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, RIGID, WITHOUT JOINT(S), INCLUDES SOFT INTERFACE MATERIAL, PREFABRICATED, OFF-THE-SHELF","Ko rigid w/o joints pre ots"
"33318","63","L1840","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, DEROTATION, MEDIAL-LATERAL, ANTERIOR CRUCIATE LIGAMENT, CUSTOM FABRICATED","Ko derot ant cruciate custom"
"33318","63","L1843","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, SINGLE UPRIGHT, THIGH AND CALF, WITH ADJUSTABLE FLEXION AND EXTENSION JOINT (UNICENTRIC OR POLYCENTRIC), MEDIAL-LATERAL AND ROTATION CONTROL, WITH OR WITHOUT VARUS/VALGUS ADJUSTMENT, PREFABRICATED ITEM THAT HAS BEEN TRIMMED, BENT, MOLDED, ASSEMBLED, OR OTHERWISE CUSTOMIZED TO FIT A SPECIFIC PATIENT BY AN INDIVIDUAL WITH EXPERTISE","Ko single upright pre cst"
"33318","63","L1844","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, SINGLE UPRIGHT, THIGH AND CALF, WITH ADJUSTABLE FLEXION AND EXTENSION JOINT (UNICENTRIC OR POLYCENTRIC), MEDIAL-LATERAL AND ROTATION CONTROL, WITH OR WITHOUT VARUS/VALGUS ADJUSTMENT, CUSTOM FABRICATED","Ko w/adj jt rot cntrl molded"
"33318","63","L1845","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, DOUBLE UPRIGHT, THIGH AND CALF, WITH ADJUSTABLE FLEXION AND EXTENSION JOINT (UNICENTRIC OR POLYCENTRIC), MEDIAL-LATERAL AND ROTATION CONTROL, WITH OR WITHOUT VARUS/VALGUS ADJUSTMENT, PREFABRICATED ITEM THAT HAS BEEN TRIMMED, BENT, MOLDED, ASSEMBLED, OR OTHERWISE CUSTOMIZED TO FIT A SPECIFIC PATIENT BY AN INDIVIDUAL WITH EXPERTISE","Ko double upright pre cst"
"33318","63","L1846","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, DOUBLE UPRIGHT, THIGH AND CALF, WITH ADJUSTABLE FLEXION AND EXTENSION JOINT (UNICENTRIC OR POLYCENTRIC), MEDIAL-LATERAL AND ROTATION CONTROL, WITH OR WITHOUT VARUS/VALGUS ADJUSTMENT, CUSTOM FABRICATED","Ko w adj flex/ext rotat mold"
"33318","63","L1847","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, DOUBLE UPRIGHT WITH ADJUSTABLE JOINT, WITH INFLATABLE AIR SUPPORT CHAMBER(S), PREFABRICATED ITEM THAT HAS BEEN TRIMMED, BENT, MOLDED, ASSEMBLED, OR OTHERWISE CUSTOMIZED TO FIT A SPECIFIC PATIENT BY AN INDIVIDUAL WITH EXPERTISE","Ko dbl upright w/air pre cst"
"33318","63","L1848","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, DOUBLE UPRIGHT WITH ADJUSTABLE JOINT, WITH INFLATABLE AIR SUPPORT CHAMBER(S), PREFABRICATED, OFF-THE-SHELF","Ko dbl upright w/air pre ots"
"33318","63","L1850","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, SWEDISH TYPE, PREFABRICATED, OFF-THE-SHELF","Ko swedish type pre ots"
"33318","63","L1851","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS (KO), SINGLE UPRIGHT, THIGH AND CALF, WITH ADJUSTABLE FLEXION AND EXTENSION JOINT (UNICENTRIC OR POLYCENTRIC), MEDIAL-LATERAL AND ROTATION CONTROL, WITH OR WITHOUT VARUS/VALGUS ADJUSTMENT, PREFABRICATED, OFF-THE-SHELF","Ko single upright prefab ots"
"33318","63","L1852","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS (KO), DOUBLE UPRIGHT, THIGH AND CALF, WITH ADJUSTABLE FLEXION AND EXTENSION JOINT (UNICENTRIC OR POLYCENTRIC), MEDIAL-LATERAL AND ROTATION CONTROL, WITH OR WITHOUT VARUS/VALGUS ADJUSTMENT, PREFABRICATED, OFF-THE-SHELF","Ko double upright prefab ots"
"33318","63","L1860","99","1","N","2025-12-04 18:13:27","KNEE ORTHOSIS, MODIFICATION OF SUPRACONDYLAR PROSTHETIC SOCKET, CUSTOM FABRICATED (SK)","Ko supracondylar socket mold"
"33318","63","L2275","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY, VARUS/VALGUS CORRECTION, PLASTIC MODIFICATION, PADDED/LINED","Plastic mod low ext pad/line"
"33318","63","L2320","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY, NON-MOLDED LACER, FOR CUSTOM FABRICATED ORTHOSIS ONLY","Non-molded lacer"
"33318","63","L2330","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY, LACER MOLDED TO PATIENT MODEL, FOR CUSTOM FABRICATED ORTHOSIS ONLY","Lacer molded to patient mode"
"33318","63","L2385","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY, STRAIGHT KNEE JOINT, HEAVY DUTY, EACH JOINT","Straight knee joint heavy du"
"33318","63","L2390","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY, OFFSET KNEE JOINT, EACH JOINT","Offset knee joint each"
"33318","63","L2395","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY, OFFSET KNEE JOINT, HEAVY DUTY, EACH JOINT","Offset knee joint heavy duty"
"33318","63","L2397","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY ORTHOSIS, SUSPENSION SLEEVE","Suspension sleeve lower ext"
"33318","63","L2405","99","1","N","2025-12-04 18:13:27","ADDITION TO KNEE JOINT, DROP LOCK, EACH","Knee joint drop lock ea jnt"
"33318","63","L2415","99","1","N","2025-12-04 18:13:27","ADDITION TO KNEE LOCK WITH INTEGRATED RELEASE MECHANISM (BAIL, CABLE, OR EQUAL), ANY MATERIAL, EACH JOINT","Knee joint cam lock each joi"
"33318","63","L2425","99","1","N","2025-12-04 18:13:27","ADDITION TO KNEE JOINT, DISC OR DIAL LOCK FOR ADJUSTABLE KNEE FLEXION, EACH JOINT","Knee disc/dial lock/adj flex"
"33318","63","L2430","99","1","N","2025-12-04 18:13:27","ADDITION TO KNEE JOINT, RATCHET LOCK FOR ACTIVE AND PROGRESSIVE KNEE EXTENSION, EACH JOINT","Knee jnt ratchet lock ea jnt"
"33318","63","L2492","99","1","N","2025-12-04 18:13:27","ADDITION TO KNEE JOINT, LIFT LOOP FOR DROP LOCK RING","Knee lift loop drop lock rin"
"33318","63","L2750","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY ORTHOSIS, PLATING CHROME OR NICKEL, PER BAR","Plating chrome/nickel pr bar"
"33318","63","L2755","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY ORTHOSIS, HIGH STRENGTH, LIGHTWEIGHT MATERIAL, ALL HYBRID LAMINATION/PREPREG COMPOSITE, PER SEGMENT, FOR CUSTOM FABRICATED ORTHOSIS ONLY","Carbon graphite lamination"
"33318","63","L2780","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY ORTHOSIS, NON-CORROSIVE FINISH, PER BAR","Non-corrosive finish"
"33318","63","L2785","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY ORTHOSIS, DROP LOCK RETAINER, EACH","Drop lock retainer each"
"33318","63","L2795","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY ORTHOSIS, KNEE CONTROL, FULL KNEECAP","Knee control full kneecap"
"33318","63","L2800","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY ORTHOSIS, KNEE CONTROL, KNEE CAP, MEDIAL OR LATERAL PULL, FOR USE WITH CUSTOM FABRICATED ORTHOSIS ONLY","Knee cap medial or lateral p"
"33318","63","L2810","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY ORTHOSIS, KNEE CONTROL, CONDYLAR PAD","Knee control condylar pad"
"33318","63","L2820","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY ORTHOSIS, SOFT INTERFACE FOR MOLDED PLASTIC, BELOW KNEE SECTION","Soft interface below knee se"
"33318","63","L2830","99","1","N","2025-12-04 18:13:27","ADDITION TO LOWER EXTREMITY ORTHOSIS, SOFT INTERFACE FOR MOLDED PLASTIC, ABOVE KNEE SECTION","Soft interface above knee se"
"33318","63","L2999","99","1","N","2025-12-04 18:13:27","LOWER EXTREMITY ORTHOSES, NOT OTHERWISE SPECIFIED","Lower extremity orthosis nos"
"33318","63","L4002","99","1","N","2025-12-04 18:13:27","REPLACEMENT STRAP, ANY ORTHOSIS, INCLUDES ALL COMPONENTS, ANY LENGTH, ANY TYPE","Replace strap, any orthosis"
"33318","63","L4205","99","1","N","2025-12-04 18:13:27","REPAIR OF ORTHOTIC DEVICE, LABOR COMPONENT, PER 15 MINUTES","Ortho dvc repair per 15 min"
"33318","63","L4210","99","1","N","2025-12-04 18:13:27","REPAIR OF ORTHOTIC DEVICE, REPAIR OR REPLACE MINOR PARTS","Orth dev repair/repl minor p"
"33318","63","L9900","99","1","N","2025-12-04 18:13:27","ORTHOTIC AND PROSTHETIC SUPPLY, ACCESSORY, AND/OR SERVICE COMPONENT OF ANOTHER HCPCS ""L"" CODE","O&p supply/accessory/service"
"33369","26","A5500","75","1","N","2020-02-28 20:03:20","FOR DIABETICS ONLY, FITTING (INCLUDING FOLLOW-UP), CUSTOM PREPARATION AND SUPPLY OF OFF-THE-SHELF DEPTH-INLAY SHOE MANUFACTURED TO ACCOMMODATE MULTI-DENSITY INSERT(S), PER SHOE","Diab shoe for density insert"
"33369","26","A5501","75","1","N","2020-02-28 20:03:20","FOR DIABETICS ONLY, FITTING (INCLUDING FOLLOW-UP), CUSTOM PREPARATION AND SUPPLY OF SHOE MOLDED FROM CAST(S) OF PATIENT'S FOOT (CUSTOM MOLDED SHOE), PER SHOE","Diabetic custom molded shoe"
"33369","26","A5503","75","1","N","2020-02-28 20:03:20","FOR DIABETICS ONLY, MODIFICATION (INCLUDING FITTING) OF OFF-THE-SHELF DEPTH-INLAY SHOE OR CUSTOM-MOLDED SHOE WITH ROLLER OR RIGID ROCKER BOTTOM, PER SHOE","Diabetic shoe w/roller/rockr"
"33369","26","A5504","75","1","N","2020-02-28 20:03:20","FOR DIABETICS ONLY, MODIFICATION (INCLUDING FITTING) OF OFF-THE-SHELF DEPTH-INLAY SHOE OR CUSTOM-MOLDED SHOE WITH WEDGE(S), PER SHOE","Diabetic shoe with wedge"
"33369","26","A5505","75","1","N","2020-02-28 20:03:20","FOR DIABETICS ONLY, MODIFICATION (INCLUDING FITTING) OF OFF-THE-SHELF DEPTH-INLAY SHOE OR CUSTOM-MOLDED SHOE WITH METATARSAL BAR, PER SHOE","Diab shoe w/metatarsal bar"
"33369","26","A5506","75","1","N","2020-02-28 20:03:20","FOR DIABETICS ONLY, MODIFICATION (INCLUDING FITTING) OF OFF-THE-SHELF DEPTH-INLAY SHOE OR CUSTOM-MOLDED SHOE WITH OFF-SET HEEL(S), PER SHOE","Diabetic shoe w/off set heel"
"33369","26","A5507","75","1","N","2020-02-28 20:03:20","FOR DIABETICS ONLY, NOT OTHERWISE SPECIFIED MODIFICATION (INCLUDING FITTING) OF OFF-THE-SHELF DEPTH-INLAY SHOE OR CUSTOM-MOLDED SHOE, PER SHOE","Modification diabetic shoe"
"33369","26","A5508","75","1","N","2020-02-28 20:03:20","FOR DIABETICS ONLY, DELUXE FEATURE OF OFF-THE-SHELF DEPTH-INLAY SHOE OR CUSTOM-MOLDED SHOE, PER SHOE","Diabetic deluxe shoe"
"33369","26","A5510","75","1","N","2020-02-28 20:03:20","FOR DIABETICS ONLY, DIRECT FORMED, COMPRESSION MOLDED TO PATIENT'S FOOT WITHOUT EXTERNAL HEAT SOURCE, MULTIPLE-DENSITY INSERT(S) PREFABRICATED, PER SHOE","Compression form shoe insert"
"33369","26","A5512","75","1","N","2020-02-28 20:03:20","FOR DIABETICS ONLY, MULTIPLE DENSITY INSERT, DIRECT FORMED, MOLDED TO FOOT AFTER EXTERNAL HEAT SOURCE OF 230 DEGREES FAHRENHEIT OR HIGHER, TOTAL CONTACT WITH PATIENT'S FOOT, INCLUDING ARCH, BASE LAYER MINIMUM OF 1/4 INCH MATERIAL OF SHORE A 35 DUROMETER OR 3/16 INCH MATERIAL OF SHORE A 40 DUROMETER (OR HIGHER), PREFABRICATED, EACH","Multi den insert direct form"
