contractor_id,contractor_type_id,contractor_version,"contractor_bus_name","contractor_number",dmerc_rgn,"address1","address2","address3","city",state_id,"zipcode","phone","fax","status",last_updated,"url","email","ignore","status_flag","cmd_name","cmd_title",contractor_subtype_id
240,8,1,"CGS Administrators, LLC","15201",14,"26 Century Blvd.","Ste. ST610","","Nashville",50,"37214-3685","8665906703","","A",2020-09-21 15:55:13.993000000,"www.cgsmedicare.com","","","Y","Meredith Loveless, MD","Chief Medical Officer",1
264,8,1,"Wisconsin Physicians Service Insurance Corporation","08101",13,"1717 W. Broadway","PO BOX 1787","","Madison",57,"53701-1787","8662347331","","A",2024-02-02 14:53:12.050000000,"https://med.wpsgha.com/","","","Y","Denise Nachodsky, M.D.","MAC Jurisdiction 8 Contractor Medical Director",1
265,9,1,"Wisconsin Physicians Service Insurance Corporation","08102",13,"1717 W. Broadway","PO BOX 1787","","Madison",57,"53701-1787","8662347331","","A",2024-02-02 14:54:25.800000000,"https://med.wpsgha.com/","","","Y","Denise Nachodsky, M.D.","MAC Jurisdiction 8 Contractor Medical Director",2
266,8,1,"Wisconsin Physicians Service Insurance Corporation","08201",13,"1717 W. Broadway","PO BOX 1787","","Madison",57,"53701-1787","8662347331","","A",2024-02-02 14:53:33.537000000,"https://med.wpsgha.com/","","","Y","Denise Nachodsky, M.D.","MAC Jurisdiction 8 Contractor Medical Director",1
267,9,1,"Wisconsin Physicians Service Insurance Corporation","08202",13,"1717 W. Broadway","PO BOX 1787","","Madison",57,"53701-1787","8662347331","","A",2024-02-02 14:54:43.357000000,"https://med.wpsgha.com/","","","Y","Denise Nachodsky, M.D.","MAC Jurisdiction 8 Contractor Medical Director",2
268,8,1,"Wisconsin Physicians Service Insurance Corporation","05901",11,"1717 W. Broadway","PO Box 1787","","Madison",57,"53701-1787","8665183285","","A",2024-02-02 14:52:54.067000000,"https://med.wpsgha.com/","","","Y","Juan Schaening-Perez, MD","MAC Jurisdiction 5 Contractor Medical Director",1
269,8,1,"National Government Services, Inc.","06101",12,"P. O. Box 7108","","","Indianapolis",20,"46207-7108","8662347340","","A",2023-04-25 18:42:28.787000000,"www.ngsmedicare.com","","","Y","Marc Duerden, MD","J6 Contract Medical Director",1
270,8,1,"National Government Services, Inc.","06201",12,"P. O. Box 7108","","","Indianapolis",20,"46207-7108","8662347340","","A",2023-04-25 18:44:01.053000000,"www.ngsmedicare.com","","","Y","Marc Duerden, MD","J6 Contract Medical Director",1
271,8,1,"National Government Services, Inc.","06301",12,"P. O. Box 7108","","","Indianapolis",20,"46207-7108","8662347340","","A",2023-04-25 18:45:22.080000000,"www.ngsmedicare.com","","","Y","Marc Duerden, MD","J6 Contract Medical Director",1
272,11,1,"National Government Services, Inc.","06004",12," P. O. Box 7108","",""," Indianapolis",20,"46207-7108","8662347340","","A",2017-05-31 20:52:49.303000000,"www.ngsmedicare.com","","","Y"," Carolyn Cunningham, M.D."," J6 Contract Medical Director",3
273,9,1,"National Government Services, Inc.","06102",12,"P. O. Box 7108","","","Indianapolis",20,"46207-7108","8662347340","","A",2023-04-25 18:46:28.537000000,"www.ngsmedicare.com","","","Y","Marc Duerden, MD","J6 Contract Medical Director",2
274,9,1,"National Government Services, Inc.","06202",12,"P. O. Box 7108","","","Indianapolis",20,"46207-7108","8662347340","","A",2023-04-25 18:47:43.183000000,"www.ngsmedicare.com","","","Y","Marc Duerden, MD","J6 Contract Medical Director",2
275,9,1,"National Government Services, Inc.","06302",12,"P. O. Box 7108","","","Indianapolis",20,"46207-7108","8662347340","","A",2023-04-25 18:48:55.723000000,"www.ngsmedicare.com","","","Y","Marc Duerden, MD","J6 Contract Medical Director",2
297,13,1,"National Government Services, Inc.","13101",7,"P.O. Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-10 17:41:43.470000000,"www.ngsmedicare.com","","","Y","Stephen D. Boren, MD","Medical Director",1
298,13,1,"National Government Services, Inc.","13201",7,"P.O. Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-10 17:44:43.990000000,"www.ngsmedicare.com","","","Y","Stephen D. Boren, MD","Medical Director",1
299,13,1,"National Government Services, Inc.","13102",7,"P.O. Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-10 17:43:15.060000000,"www.ngsmedicare.com","","","Y","Stephen D. Boren, MD","Contractor Medical Director",2
300,13,1,"National Government Services, Inc.","13202",7,"P.O. Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-10 17:46:07.573000000,"www.ngsmedicare.com","","","Y","Stephen D. Boren, MD","Medical Director",2
301,13,1,"National Government Services, Inc.","13282",7,"P.O. Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-10 17:47:53.783000000,"www.ngsmedicare.com","","","Y","Stephen D. Boren, MD","Medical Director",2
302,13,1,"National Government Services, Inc.","13292",7,"P.O. Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-10 17:49:16.977000000,"www.ngsmedicare.com","","","Y","Stephen D. Boren, MD","Medical Director",2
303,13,1,"National Government Services, Inc.","14411",7,"P.O.Box 7108","","","Indianapolis",20,"46207-","8668370241","","A",2020-06-11 19:43:41.207000000,"ngsmedicare.com","","","Y","Stephen D. Boren, MD","Contractor Medical Director",1
304,13,1,"National Government Services, Inc.","14211",7,"P.O. Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-11 19:39:17.657000000,"ngsmedicare.com","","","Y","Stephen D. Boren, MD","Contractor Medical Director",1
305,13,1,"National Government Services, Inc.","14311",7,"P.O.Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-11 19:41:51.407000000,"ngsmedicare.com","","","Y","Stephen D. Boren, MD","Contractor Medical Director",1
306,13,1,"National Government Services, Inc.","14511",7,"P.O. Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-11 19:57:03.150000000,"ngsmedicare.com","","","Y","Stephen D. Boren, MD","Contractor Medical Director",1
307,13,1,"National Government Services, Inc.","14111",7,"P.O Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-10 17:54:32.080000000,"NGSmedicare.com","","","Y","Stephen D. Boren, MD","Contractor Medical Director",1
308,13,1,"National Government Services, Inc.","14014",7,"P.O.Box 7108","","","Indianapolis",20,"46207-7108","","","A",2022-01-12 14:15:40.230000000,"ngsmedicare.com","","","Y","Stephen D. Boren, MD","Contractor Medical Director",3
309,13,1,"National Government Services, Inc.","14112",7,"P.O.Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-11 19:38:08.187000000,"ngsmedicare.com","","","Y","Stephen D. Boren, MD","Contractor Medical Director",2
310,13,1,"National Government Services, Inc.","14212",7,"P.O. Box 7108","","","Indianapolis",20,"46207-","8668370241","","A",2020-06-11 19:40:48.330000000,"ngsmedicare.com","","","Y","Stephen D. Boren, MD","Contractor Medical Director",2
311,13,1,"National Government Services, Inc.","14312",7,"P.O.Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-11 19:42:43.923000000,"ngsmedicare.com","","","Y","Stephen D. Boren, MD","Contractor Medical Director",2
312,13,1,"National Government Services, Inc.","14512",7,"P.O. Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-11 19:58:01.010000000,"ngsmedicare.com","","","Y","Stephen D. Boren, MD","Contractor Medical Director",2
313,13,1,"National Government Services, Inc.","14412",7,"P.O. Box 7108","","","Indianapolis",20,"46207-7108","8668370241","","A",2020-06-11 19:56:04.150000000,"ngsmedicare.com","","","Y","Stephen D. Boren, MD","Contractor Medical Director",2
314,12,1,"Novitas Solutions, Inc.","12101",8,"2020 Technology Parway","Suite 100","","Mechanicsburg",45,"17050-","8772358073","","A",2025-12-10 16:25:57.130000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
315,12,1,"Novitas Solutions, Inc.","12201",8,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8772358073","","A",2025-12-10 16:28:33.560000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
316,12,1,"Novitas Solutions, Inc.","12301",8,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8772358073","","A",2025-12-10 16:31:04.580000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
317,12,1,"Novitas Solutions, Inc.","12401",8,"2020 Technology Parkway","2020 Technology Parkway","","Mechanicsburg",45,"17050-","8772358073","","A",2025-12-10 16:33:08.250000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
318,12,1,"Novitas Solutions, Inc.","12501",8,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8772358073","","A",2025-12-10 16:35:24.857000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
319,12,1,"Novitas Solutions, Inc.","12102",8,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8772358073","","A",2025-12-10 16:27:28.313000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
320,12,1,"Novitas Solutions, Inc.","12202",8,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8772358073","","A",2025-12-10 16:29:36.850000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
321,12,1,"Novitas Solutions, Inc.","12302",8,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8772358073","","A",2025-12-10 16:32:04.550000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
322,12,1,"Novitas Solutions, Inc.","12402",8,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8772358073","","A",2025-12-10 16:34:24.037000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
323,12,1,"Novitas Solutions, Inc.","12502",8,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8772358073","","A",2025-12-10 16:36:27.073000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
324,12,1,"Novitas Solutions, Inc.","12901",8,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8772358073","","A",2025-12-10 16:37:28.597000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
325,12,1,"Novitas Solutions, Inc.","07102",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:20:32.713000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
326,12,1,"Novitas Solutions, Inc.","07202",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:22:31.483000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
327,12,1,"Novitas Solutions, Inc.","07101",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:19:34.623000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
328,12,1,"Novitas Solutions, Inc.","07201",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:21:30.157000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
329,12,1,"Novitas Solutions, Inc.","07301",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:23:27.427000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
330,12,1,"Novitas Solutions, Inc.","07302",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:24:23.913000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
331,12,1,"Novitas Solutions, Inc.","04111",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:03:23.030000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
332,12,1,"Novitas Solutions, Inc.","04211",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:06:13.470000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
333,12,1,"Novitas Solutions, Inc.","04311",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:08:38.213000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
334,12,1,"Novitas Solutions, Inc.","04411",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:16:15.633000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
335,12,1,"Novitas Solutions, Inc.","04112",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:05:03.940000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
336,12,1,"Novitas Solutions, Inc.","04212",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:07:33.650000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
337,12,1,"Novitas Solutions, Inc.","04312",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:15:15.727000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
338,12,1,"Novitas Solutions, Inc.","04412",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:17:32.377000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
339,12,1,"Novitas Solutions, Inc.","04911",4,"2020 Technology Parkway","Suite 100","","Mechanicsburg",45,"17050-","8552528782","","A",2025-12-10 16:18:33.263000000,"www.novitas-solutions.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
340,12,1,"Noridian Healthcare Solutions, LLC","03201",2,"900 42nd Street S","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 22:00:35.453000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",1
341,12,1,"Noridian Healthcare Solutions, LLC","03301",2," 900 42nd Street S","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 22:01:44.990000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",1
342,12,1,"Noridian Healthcare Solutions, LLC","03401",2," 900 42nd Street S","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 22:03:15.477000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",1
343,12,1,"Noridian Healthcare Solutions, LLC","03501",2," 900 42nd Street S","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 22:11:16.177000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",1
344,12,1,"Noridian Healthcare Solutions, LLC","03601",2,"900 42nd Street S","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 22:12:15.590000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",1
345,12,1,"Noridian Healthcare Solutions, LLC","03102",2,"900 42nd Street S.","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2025-07-16 21:50:34.770000000,"www.noridianmedicare.com","","","Y","Ann Marie Sun, MD","MD ",2
346,12,1,"Noridian Healthcare Solutions, LLC","03202",2,"900 42nd Street S.","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 22:01:10.260000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD  ",2
347,12,1,"Noridian Healthcare Solutions, LLC","03302",2,"900 42nd Street S.","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 22:02:36.093000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",2
348,12,1,"Noridian Healthcare Solutions, LLC","03502",2,"900 42nd Street S. ","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 22:11:45.930000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",2
349,12,1,"Noridian Healthcare Solutions, LLC","03602",2,"900 42nd Street S. ","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 22:12:45.500000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",2
350,12,1,"Noridian Healthcare Solutions, LLC","03402",2,"900 42nd Street S.","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 22:04:16.537000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",2
351,12,1,"Noridian Healthcare Solutions, LLC","03101",2,"900 42nd Street S","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 21:57:40.313000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",1
352,12,1,"Noridian Healthcare Solutions, LLC","02201",2,"900 42nd Street S","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 21:52:50.567000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",1
353,12,1,"Noridian Healthcare Solutions, LLC","02101",2,"900 42nd Street S","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 21:51:27.160000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",1
354,12,1,"Noridian Healthcare Solutions, LLC","02301",2,"900 42th Street S","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 21:55:30.380000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",1
355,12,1,"Noridian Healthcare Solutions, LLC","02401",2,"900 42nd Street S","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 21:56:37.063000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",1
356,12,1,"Noridian Healthcare Solutions, LLC","02202",2,"900 42nd Street S. ","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 21:54:55.543000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD ",2
357,12,1,"Noridian Healthcare Solutions, LLC","02102",2,"900 42nd Street S.","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 21:52:13.880000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD ",2
358,12,1,"Noridian Healthcare Solutions, LLC","02402",2,"900 42nd Street S. ","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 21:57:06.873000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD",2
359,12,1,"Noridian Healthcare Solutions, LLC","02302",2,"900 42nd Street S.","PO Box 6781","","Fargo",35,"58103-6781","8779088431","","A",2019-02-12 21:56:01.290000000,"www.noridianmedicare.com","","","Y","Janet Lawrence","MD ",2
360,12,1,"Noridian Healthcare Solutions, LLC","01111",1,"900 42nd Street S","PO Box 6781","","Fargo ",35,"58103-6781","8556099960","","A",2019-02-12 21:32:07.030000000,"www.noridianmedicare.com","","","Y","Eileen Moynihan","MD, FACP, FACRh",1
361,12,1,"Noridian Healthcare Solutions, LLC","01211",1,"900 42nd Street S ","PO Box 6781","","Fargo ",35,"58103-6781","8556099960","","A",2019-02-12 21:33:23.727000000,"www.noridianmedicare.com","","","Y","Eileen Moynihan","MD, FACP, FACRh",1
362,12,1,"Noridian Healthcare Solutions, LLC","01311",1,"900 42nd Street S ","PO Box 6781",""," Fargo",35,"58103-6781","8556099960","","A",2019-02-12 21:34:37.060000000,"www.noridianmedicare.com","","","Y","Eileen Moynihan","MD, FACP, FACRh",1
363,12,1,"Noridian Healthcare Solutions, LLC","01911",1,"900 42nd Street S ","PO Box 6781","","Fargo ",35,"58103-6781","8556099960","","A",2019-02-12 21:38:26.667000000,"www.noridianmedicare.com","","","Y","Eileen Moynihan","MD, FACP, FACRh",1
364,12,1,"Noridian Healthcare Solutions, LLC","01112",1,"4510 13th Ave S","PO Box 6774","","Fargo",35,"58108-6774","8556099960","","A",2025-06-03 19:17:45.060000000,"www.noridianmedicare.com","","","Y","Eileen Moynihan","MD, FACP, FACRh",2
365,12,1,"Noridian Healthcare Solutions, LLC","01182",1,"900 42nd Street S ","PO Box 6781","","Fargo ",35,"58103-6781","8556099960","","A",2019-02-12 21:32:44.857000000,"www.noridianmedicare.com","","","Y","Eileen Moynihan","MD, FACP, FACRh",2
366,12,1,"Noridian Healthcare Solutions, LLC","01212",1,"900 42nd Street S ","PO Box 6781","","Fargo ",35,"58103-6781","8556099960","","A",2019-02-12 21:34:03.183000000,"www.noridianmedicare.com","","","Y","Eileen Moynihan","MD, FACP, FACRh",2
367,12,1,"Noridian Healthcare Solutions, LLC","01312",1,"900 42nd Street S ","PO Box 6781","","Fargo ",35,"58103-6781","8556099960","","A",2019-02-12 21:35:09.547000000,"www.noridianmedicare.com","","","Y","Eileen Moynihan","MD, FACP, FACRh",2
368,12,1,"First Coast Service Options, Inc.","09101",10,"532 Riverside Avenue","","","Jacksonville",12,"32202-","8664549007","","A",2025-12-10 15:49:21.247000000,"https://medicare.fcso.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
369,12,1,"First Coast Service Options, Inc.","09201",10,"532 Riverside Avenue","","","Jacksonville",12,"32202-","8664549007","","A",2025-12-10 15:52:42.427000000,"https://medicare.fcso.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",1
370,12,1,"First Coast Service Options, Inc.","09102",10,"532 Riverside Avenue","","","Jacksonville",12,"32202-","8664549007","","A",2025-12-10 15:51:18.963000000,"https://medicare.fcso.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
371,12,1,"First Coast Service Options, Inc.","09202",10,"532 Riverside Avenue","","","Jacksonville",12,"32202-","8664549007","","A",2025-12-10 15:54:06.207000000,"https://medicare.fcso.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
372,12,1,"First Coast Service Options, Inc.","09302",10,"532 Riverside Avenue","","","Jacksonville",12,"32202-","8664549007","","A",2025-12-10 15:55:21.703000000,"https://medicare.fcso.com","","","Y","Anitra S. Graves, MD","Lead Executive Contractor Medical Director",2
373,13,1,"Palmetto GBA","11004",9,"PO Box 100238","AG-275","","Columbia",48,"29202-","8556960705","","A",2019-03-26 13:18:14.100000000,"www.palmettogba.com","","","Y","Shane Mull","MD, MHA, DABFM, FAAFP",3
374,13,1,"Palmetto GBA","11201",9,"Attn: Medical Affairs, AG-275","PO Box 100238","","Columbia",48,"29202-3238","8556960705","","A",2022-01-06 18:30:57.683000000,"www.palmettogba.com","","","Y","Judy Volkar","MD, FACOG, MBA",1
375,13,1,"Palmetto GBA","11301",9,"Attn: Medical Affairs, AG-275","PO Box 100238","","Columbia",48,"29202-3238","8556960705","","A",2022-01-06 18:31:11.817000000,"www.palmettogba.com","","","Y","Judy Volkar","MD, FACOG, MBA",1
