"lcd_id","lcd_version","related_num","r_article_id","r_article_version","r_lcd_id","r_lcd_version","r_contractor_id","last_updated"
"33458","69","3","56646","2","","","394","2019-06-25 13:11:01.420000000"
"33459","43","1","56580","3","","","391","2019-05-14 12:15:54.310000000"
"33461","64","1","55382","2","","","378","2016-12-07 22:35:29.840000000"
"33461","64","2","","","36931","4","378","2016-12-07 22:35:48.933000000"
"33461","64","4","56695","3","","","378","2019-07-03 19:24:19.077000000"
"33467","49","2","53060","6","","","234","2015-02-12 19:01:14"
"33557","45","1","52850","2","","","297","2014-04-02 21:36:38"
"33557","47","1","52850","2","","","297","2014-04-02 21:36:38"
"33558","32","1","55257","6","","","297","2016-09-09 10:34:58.547000000"
"33558","32","2","56544","7","","","297","2019-07-25 17:18:27.313000000"
"33558","32","3","","","37244","39","297","2024-09-23 11:14:43.330000000"
"33559","28","1","56737","16","","","297","2022-02-02 18:02:04.790000000"
"33559","28","2","58889","5","","","297","2022-02-02 17:58:35.043000000"
"33559","28","3","","","39862","5","297","2024-05-23 14:18:36.217000000"
"33560","35","1","56743","3","","","297","2019-07-25 19:26:48.313000000"
"33563","26","1","56766","5","","","297","2019-07-26 20:47:01.987000000"
"33567","27","1","56726","5","","","297","2019-07-25 17:17:14.630000000"
"33569","28","1","58445","3","","","297","2020-10-08 15:51:09.243000000"
"33569","28","2","56178","18","","","297","2020-10-08 15:54:32.760000000"
"33569","31","1","58445","3","","","297","2020-10-08 15:51:09.243000000"
"33569","31","2","56178","18","","","297","2020-10-08 15:54:32.760000000"
"33573","24","1","56826","11","","","297","2019-11-01 16:01:16.343000000"
"33574","37","1","56551","5","","","297","2019-07-25 17:28:27.917000000"
"33575","40","1","55704","7","","","269","2017-11-10 16:17:41.713000000"
"33575","40","2","52870","24","","","269","2017-12-22 14:10:23.067000000"
"33575","41","1","55704","7","","","269","2017-11-10 16:17:41.713000000"
"33575","41","2","52870","24","","","269","2017-12-22 14:10:23.067000000"
"33575","43","1","55704","7","","","269","2017-11-10 16:17:41.713000000"
"33575","43","2","52870","24","","","269","2017-12-22 14:10:23.067000000"
"33576","23","1","57455","3","","","297","2019-10-17 19:21:43.023000000"
"33577","43","1","56781","3","","","297","2019-07-25 19:28:14.327000000"
"33578","17","2","57427","5","","","297","2019-10-04 14:42:52.760000000"
"33579","38","1","52868","42","","","297","2024-10-03 12:05:39.420000000"
"33579","38","2","59913","4","","","297","2024-10-03 12:06:08.907000000"
"33580","40","1","52866","2","","","297","2014-04-02 21:53:47"
"33583","21","1","57063","3","","","368","2019-10-02 19:19:11.247000000"
"33585","33","1","52849","2","","","297","2014-04-02 21:49:10"
"33591","18","1","56844","11","","","297","2019-11-01 17:27:45.993000000"
"33609","14","1","57651","5","","","368","2019-11-21 23:34:23.767000000"
"33610","61","1","55426","12","","","389","2017-03-11 22:55:36.053000000"
"33610","61","2","52509","1","","","137","2014-04-04 15:37:47"
"33611","25","1","52512","33","","","389","2021-06-18 16:01:10.290000000"
"33611","25","2","55426","83","","","389","2021-06-22 18:48:00.467000000"
"33611","25","3","58823","4","","","389","2021-06-18 15:37:55.227000000"
"33612","26","1","55426","14","","","389","2017-05-02 19:28:46.383000000"
"33612","26","2","52519","1","","","137","2014-04-04 16:25:04"
"33614","26","1","54858","2","","","297","2016-02-05 18:00:32.383000000"
"33614","26","2","56617","13","","","297","2019-07-26 19:15:10.257000000"
"33616","10","1","55318","4","","","297","2016-09-08 21:40:55.900000000"
"33616","10","2","56954","3","","","297","2019-11-14 13:40:20.367000000"
"33618","23","3","57765","3","","","368","2019-11-22 00:16:26.277000000"
"33619","24","1","56787","5","","","297","2019-07-26 20:48:34.150000000"
"33621","15","1","56549","7","","","297","2019-07-25 17:24:48.110000000"
"33622","35","2","59655","2","","","297","2024-02-05 14:59:20.163000000"
"33622","35","3","52863","49","","","297","2024-02-05 15:04:38.570000000"
"33623","25","1","56823","11","","","297","2019-11-01 17:17:10.710000000"
"33624","33","1","52823","2","","","297","2014-04-02 21:14:19"
"33624","33","2","56865","9","","","297","2019-11-08 16:28:24.357000000"
"33626","44","1","52824","2","","","297","2014-04-02 21:15:01"
"33626","44","2","56850","9","","","297","2020-02-07 19:38:05.313000000"
"33627","86","2","56758","8","","","297","2019-07-26 20:44:42.733000000"
"33627","89","2","56758","8","","","297","2019-07-26 20:44:42.733000000"
"33628","33","1","56550","6","","","297","2019-07-25 17:26:33.310000000"
"33630","27","1","56548","8","","","297","2019-07-25 17:20:14.050000000"
"33631","51","1","56566","19","","","297","2019-12-19 15:23:36.703000000"
"33632","82","1","52825","4","","","297","2017-07-19 11:10:15.777000000"
"33632","82","2","56937","11","","","297","2019-11-21 12:08:30.643000000"
"33633","49","1","56747","3","","","297","2019-07-25 19:27:21.490000000"
"33636","52","2","57759","4","","","297","2019-12-19 15:24:56.943000000"
"33641","21","1","55426","14","","","139","2017-04-19 16:44:44.527000000"
"33641","21","2","52481","1","","","139","2014-04-04 12:01:52"
"33642","26","1","55426","14","","","139","2017-05-01 14:53:10.730000000"
"33642","26","2","52490","1","","","139","2014-04-04 12:10:21"
"33646","39","1","52848","2","","","297","2014-04-02 20:32:19"
"33667","22","1","57064","4","","","368","2019-10-02 19:22:29.350000000"
"33671","48","1","55937","24","","","368","2021-01-29 19:22:56.157000000"
"33671","48","2","58610","4","","","368","2021-01-29 14:51:58.963000000"
"33671","48","3","","","38827","7","368","2021-01-29 14:42:03.723000000"
"33674","10","1","57636","3","","","368","2019-11-21 23:25:48.253000000"
"33686","36","1","55426","12","","","388","2017-03-08 20:00:22.150000000"
"33686","36","2","52457","1","","","140","2014-04-02 19:32:25"
"33686","41","1","55426","12","","","388","2017-03-08 20:00:22.150000000"
"33686","41","2","52457","1","","","140","2014-04-02 19:32:25"
"33689","17","1","57767","3","","","368","2019-11-22 00:19:15.530000000"
"33690","18","1","52458","1","","","140","2014-04-03 20:24:43"
"33690","18","2","55426","14","","","388","2017-04-24 16:25:00.730000000"
"33690","20","1","55426","14","","","388","2017-04-24 16:25:00.730000000"
"33690","20","2","52458","1","","","140","2014-04-03 20:24:43"
"33692","21","1","55426","14","","","140","2017-05-01 15:54:49.170000000"
"33692","21","2","52468","1","","","140","2014-04-03 20:34:49"
"33693","28","1","57807","69","","","370","2023-11-15 13:23:04.257000000"
"33693","28","2","","","33910","19","370","2023-11-15 13:24:04.953000000"
"33693","28","3","","","38720","6","370","2023-11-15 13:24:04.953000000"
"33693","28","4","","","39660","10","368","2023-11-15 13:32:49.257000000"
"33693","28","5","57125","18","","","368","2023-12-08 14:04:09.297000000"
"33693","28","6","59602","4","","","368","2023-12-08 14:04:09.300000000"
"33695","26","1","57670","5","","","368","2019-11-21 23:53:06.700000000"
"33718","52","1","52467","41","","","388","2021-06-18 18:10:31.273000000"
"33718","52","2","55426","83","","","388","2021-06-18 18:10:20.757000000"
"33718","52","3","58824","3","","","388","2021-06-18 18:10:11.227000000"
"33733","17","1","52459","1","","","140","2014-04-03 20:25:33"
"33733","17","2","55426","12","","","140","2017-03-21 17:41:06.057000000"
"33733","19","1","55426","12","","","140","2017-03-21 17:41:06.057000000"
"33733","19","2","52459","1","","","140","2014-04-03 20:25:33"
"33735","17","1","52460","1","","","140","2014-04-03 20:28:12"
"33735","17","2","55426","12","","","140","2017-04-12 11:14:06.890000000"
"33735","19","1","55426","12","","","140","2017-04-12 11:14:06.890000000"
"33735","19","2","52460","1","","","140","2014-04-03 20:28:12"
"33736","18","1","52461","1","","","140","2014-04-03 20:30:25"
"33736","18","2","55426","12","","","140","2017-03-13 15:49:29.737000000"
"33736","20","1","55426","12","","","140","2017-03-13 15:49:29.737000000"
"33736","20","2","52461","1","","","140","2014-04-03 20:30:25"
"33737","20","1","55426","12","","","140","2017-04-11 19:20:28.560000000"
"33737","20","2","52462","1","","","140","2014-04-03 20:31:21"
"33738","18","1","55426","14","","","140","2017-05-04 13:41:35.727000000"
"33738","18","2","52463","1","","","140","2014-04-03 20:31:58"
"33739","21","1","55426","14","","","140","2017-04-25 11:52:16.063000000"
"33739","21","2","52469","1","","","140","2014-04-03 20:35:35"
"33739","23","1","55426","14","","","140","2017-04-25 11:52:16.063000000"
"33739","23","2","52469","1","","","140","2014-04-03 20:35:35"
"33751","37","2","55824","3","","","368","2017-11-30 21:32:12.263000000"
"33751","37","3","57804","3","","","368","2019-11-22 00:33:45.910000000"
"33751","42","2","55824","3","","","368","2017-11-30 21:32:12.263000000"
"33751","42","3","57804","3","","","368","2019-11-22 00:33:45.910000000"
"33751","43","2","55824","3","","","368","2017-11-30 21:32:12.263000000"
"33751","43","3","57804","3","","","368","2019-11-22 00:33:45.910000000"
"33756","23","1","57179","5","","","368","2019-10-02 20:14:32.777000000"
"33766","25","1","57637","3","","","368","2019-11-21 23:28:45.870000000"
"33771","42","1","56841","2","","","368","2019-08-02 16:48:13.010000000"
"33774","13","2","56704","2","","","368","2019-07-15 18:49:38.037000000"
"33774","13","3","56705","2","","","368","2019-07-15 18:50:01.293000000"
"33774","15","2","56704","2","","","368","2019-07-15 18:49:38.037000000"
"33774","15","3","56705","2","","","368","2019-07-15 18:50:01.293000000"
"33784","19","1","52502","1","","","138","2014-04-04 14:12:10"
"33784","19","2","55426","12","","","388","2017-04-12 12:08:17.303000000"
"33784","21","1","55426","12","","","388","2017-04-12 12:08:17.303000000"
"33784","21","2","52502","1","","","138","2014-04-04 14:12:10"
"33785","40","1","55426","12","","","388","2017-03-16 20:46:53.093000000"
"33785","40","2","52494","1","","","138","2014-04-04 14:15:58"
"33786","14","1","52495","1","","","138","2014-04-04 14:16:44"
"33786","14","2","55426","14","","","388","2017-04-25 12:17:29.750000000"
"33786","16","1","55426","14","","","388","2017-04-25 12:17:29.750000000"
"33786","16","2","52495","1","","","138","2014-04-04 14:16:44"
"33787","33","1","52496","52","","","388","2024-07-12 15:31:31.003000000"
"33787","33","2","55426","110","","","388","2024-07-12 15:31:40"
"33787","33","3","59857","3","","","388","2024-07-12 15:31:50.970000000"
"33787","35","1","52496","52","","","388","2024-07-12 15:31:31.003000000"
"33787","35","2","55426","110","","","388","2024-07-12 15:31:40"
"33787","35","3","59857","3","","","388","2024-07-12 15:31:50.970000000"
"33787","38","1","52496","52","","","388","2024-07-12 15:31:31.003000000"
"33787","38","2","55426","110","","","388","2024-07-12 15:31:40"
"33787","38","3","59857","3","","","388","2024-07-12 15:31:50.970000000"
"33788","15","1","55426","14","","","388","2017-04-21 19:01:44.413000000"
"33788","15","2","52497","1","","","138","2014-04-04 14:20:28"
"33789","35","1","55426","12","","","388","2017-04-12 14:19:35.923000000"
"33789","35","2","52498","1","","","138","2014-04-04 14:24:02"
"33789","38","1","55426","12","","","388","2017-04-12 14:19:35.923000000"
"33789","38","2","52498","1","","","138","2014-04-04 14:24:02"
"33790","20","1","55426","12","","","388","2017-03-09 18:41:45.937000000"
"33790","20","2","52500","1","","","138","2014-04-04 14:25:31"
"33791","15","1","55426","14","","","388","2017-04-19 17:07:11.027000000"
"33791","15","2","52503","1","","","138","2014-04-04 14:27:27"
"33792","36","1","55426","12","","","388","2017-03-09 18:42:28.613000000"
"33792","36","2","52504","1","","","138","2014-04-04 14:28:08"
"33792","41","1","55426","12","","","388","2017-03-09 18:42:28.613000000"
"33792","41","2","52504","1","","","138","2014-04-04 14:28:08"
"33792","43","1","55426","12","","","388","2017-03-09 18:42:28.613000000"
"33792","43","2","52504","1","","","138","2014-04-04 14:28:08"
"33793","20","1","55426","14","","","388","2017-04-27 15:20:54.333000000"
"33793","20","2","52499","1","","","138","2014-04-04 14:24:45"
"33794","153","1","52507","77","","","389","2021-05-28 14:53:19.063000000"
"33794","153","2","55426","83","","","389","2021-06-22 18:57:12.277000000"
"33794","153","3","58802","3","","","389","2021-05-28 14:37:48.260000000"
"33794","157","1","52507","146","","","389","2025-11-20 17:36:17.910000000"
"33794","157","2","60373","4","","","389","2025-12-04 13:57:17.637000000"
"33794","157","3","55426","123","","","389","2025-12-04 14:29:32.247000000"
"33795","27","1","52510","1","","","137","2014-04-04 15:40:17"
"33795","27","2","55426","14","","","389","2017-04-19 16:17:12.490000000"
"33795","29","1","55426","14","","","389","2017-04-19 16:17:12.490000000"
"33795","29","2","52510","1","","","137","2014-04-04 15:40:17"
"33796","24","1","59402","2","","","389","2023-05-11 16:21:35.877000000"
"33796","24","2","55426","98","","","389","2023-05-11 16:21:42.697000000"
"33796","24","3","52513","35","","","389","2023-05-11 16:24:59.523000000"
"33797","46","1","52514","31","","","389","2020-06-12 15:11:38.067000000"
"33797","46","2","55426","76","","","389","2020-06-12 15:11:45.100000000"
"33797","46","3","58247","3","","","389","2020-06-12 15:11:31.897000000"
"33797","50","1","52514","31","","","389","2020-06-12 15:11:38.067000000"
"33797","50","2","55426","76","","","389","2020-06-12 15:11:45.100000000"
"33797","50","3","58247","3","","","389","2020-06-12 15:11:31.897000000"
"33799","15","1","55426","14","","","389","2017-05-01 14:53:46.797000000"
"33799","15","2","52516","1","","","137","2014-04-04 16:36:51"
"33800","29","1","52517","34","","","389","2021-06-18 16:41:17.950000000"
"33800","29","2","55426","83","","","389","2021-06-22 18:48:21.947000000"
"33800","29","3","58822","3","","","389","2021-06-18 16:24:21.840000000"
"33800","41","1","52517","34","","","389","2021-06-18 16:41:17.950000000"
"33800","41","2","55426","83","","","389","2021-06-22 18:48:21.947000000"
"33800","41","3","58822","3","","","389","2021-06-18 16:24:21.840000000"
"33800","43","1","52517","34","","","389","2021-06-18 16:41:17.950000000"
"33800","43","2","55426","83","","","389","2021-06-22 18:48:21.947000000"
"33800","43","3","58822","3","","","389","2021-06-18 16:24:21.840000000"
"33801","26","1","59403","4","","","389","2023-05-11 16:28:08.503000000"
"33801","26","2","55426","98","","","389","2023-05-11 16:28:14.223000000"
"33801","26","3","52518","36","","","389","2023-05-11 16:30:53.960000000"
"33802","35","1","55426","14","","","389","2017-05-02 13:33:27.890000000"
"33802","35","2","52520","1","","","137","2014-04-04 16:27:08"
"33803","47","1","52521","26","","","139","2020-06-05 15:32:09.667000000"
"33803","47","2","55426","76","","","139","2020-06-05 15:56:21.933000000"
"33803","47","3","58231","4","","","139","2020-06-05 14:33:10.997000000"
"33803","53","1","52521","51","","","139","2025-11-07 15:44:25.007000000"
"33803","53","2","55426","123","","","139","2025-11-07 15:44:36.257000000"
"33803","53","3","60353","4","","","139","2025-11-07 15:44:11.587000000"
"33803","57","1","52521","51","","","139","2025-11-07 15:44:25.007000000"
"33803","57","2","55426","123","","","139","2025-11-07 15:44:36.257000000"
"33803","57","3","60353","4","","","139","2025-11-07 15:44:11.587000000"
"33813","15","1","57638","4","","","370","2019-11-22 23:49:19.347000000"
"33818","15","1","57660","6","","","370","2019-11-22 23:59:04.623000000"
"33820","18","1","52508","1","","","137","2014-04-04 16:30:30"
"33820","18","2","55426","12","","","389","2017-03-23 19:08:06.773000000"
"33820","21","1","55426","12","","","389","2017-03-23 19:08:06.773000000"
"33820","21","2","52508","1","","","137","2014-04-04 16:30:30"
"33821","28","1","55426","12","","","389","2017-03-15 15:56:24.753000000"
"33821","28","2","52511","1","","","137","2014-04-04 16:32:49"
"33822","70","2","59330","6","","","140","2023-02-23 18:13:44.097000000"
"33822","70","3","52464","49","","","140","2023-03-02 14:24:55.573000000"
"33822","70","4","55426","98","","","140","2023-03-02 14:30:03.387000000"
"33823","24","1","52476","1","","","139","2014-04-04 11:38:28"
"33823","24","2","55426","12","","","139","2017-03-20 18:21:57.393000000"
"33823","26","1","55426","12","","","139","2017-03-20 18:21:57.393000000"
"33823","26","2","52476","1","","","139","2014-04-04 11:38:28"
"33824","38","1","55426","14","","","139","2017-04-19 15:53:18.853000000"
"33824","38","2","52474","1","","","139","2014-04-04 11:57:57"
"33824","42","1","55426","14","","","139","2017-04-19 15:53:18.853000000"
"33824","42","2","52474","1","","","139","2014-04-04 11:57:57"
"33824","46","1","55426","14","","","139","2017-04-19 15:53:18.853000000"
"33824","46","2","52474","1","","","139","2014-04-04 11:57:57"
"33824","51","1","55426","14","","","139","2017-04-19 15:53:18.853000000"
"33824","51","2","52474","1","","","139","2014-04-04 11:57:57"
"33824","56","1","55426","14","","","139","2017-04-19 15:53:18.853000000"
"33824","56","2","52474","1","","","139","2014-04-04 11:57:57"
"33825","15","1","52477","1","","","139","2014-04-04 11:58:32"
"33825","15","2","55426","14","","","139","2017-04-19 15:53:41.727000000"
"33825","17","1","55426","14","","","139","2017-04-19 15:53:41.727000000"
"33825","17","2","52477","1","","","139","2014-04-04 11:58:32"
"33826","20","1","55426","12","","","139","2017-03-20 15:04:01.127000000"
"33826","20","2","52479","1","","","139","2014-04-04 11:59:07"
"33826","22","1","55426","12","","","139","2017-03-20 15:04:01.127000000"
"33826","22","2","52479","1","","","139","2014-04-04 11:59:07"
"33827","50","1","55426","12","","","139","2017-03-06 15:31:43.430000000"
"33827","50","2","52480","1","","","139","2014-04-04 11:59:47"
"33827","55","1","55426","12","","","139","2017-03-06 15:31:43.430000000"
"33827","55","2","52480","1","","","139","2014-04-04 11:59:47"
"33828","27","1","55426","14","","","139","2017-04-24 18:35:31.350000000"
"33828","27","2","52487","1","","","139","2014-04-04 12:04:41"
"33830","22","1","55426","14","","","139","2017-05-01 14:52:56.033000000"
"33830","22","2","52489","1","","","139","2014-04-04 12:05:59"
"33831","42","1","54563","11","","","139","2017-07-24 13:02:41.690000000"
"33831","42","2","55426","23","","","139","2017-05-31 21:43:00.310000000"
"33831","46","1","54563","11","","","139","2017-07-24 13:02:41.690000000"
"33831","46","2","55426","23","","","139","2017-05-31 21:43:00.310000000"
"33831","48","1","54563","11","","","139","2017-07-24 13:02:41.690000000"
"33831","48","2","55426","23","","","139","2017-05-31 21:43:00.310000000"
"33832","18","1","55426","14","","","139","2017-05-02 13:26:32.497000000"
"33832","18","2","52492","1","","","139","2014-04-04 12:12:12"
"33833","20","1","57666","15","","","368","2021-12-10 13:54:31.483000000"
"33833","20","2","58960","7","","","368","2021-12-10 13:54:06.630000000"
"33833","20","3","","","39099","8","368","2021-12-10 13:54:52.443000000"
"33833","26","1","57666","15","","","368","2021-12-10 13:54:31.483000000"
"33833","26","2","58960","7","","","368","2021-12-10 13:54:06.630000000"
"33833","26","3","","","39099","8","368","2021-12-10 13:54:52.443000000"
"33906","51","1","56651","27","","","368","2021-10-22 13:15:42.387000000"
"33906","51","2","58928","7","","","368","2021-10-22 13:15:58.390000000"
"33906","51","3","","","39069","16","368","2021-10-22 13:16:16.253000000"
"33906","55","1","56651","27","","","368","2021-10-22 13:15:42.387000000"
"33906","55","2","58928","7","","","368","2021-10-22 13:15:58.390000000"
"33906","55","3","","","39069","16","368","2021-10-22 13:16:16.253000000"
"33906","57","1","56651","27","","","368","2021-10-22 13:15:42.387000000"
"33906","57","2","58928","7","","","368","2021-10-22 13:15:58.390000000"
"33906","57","3","","","39069","16","368","2021-10-22 13:16:16.253000000"
"33906","59","1","56651","27","","","368","2021-10-22 13:15:42.387000000"
"33906","59","2","58928","7","","","368","2021-10-22 13:15:58.390000000"
"33906","59","3","","","39069","16","368","2021-10-22 13:16:16.253000000"
"33906","59","4","","","39782","7","368","2024-01-12 13:59:49.570000000"
"33906","59","5","","","39799","3","368","2024-06-12 15:53:19.020000000"
"33907","15","1","57802","5","","","370","2019-11-23 00:35:56.353000000"
